date,year,district,address,race,sex,age,category,weapon
09/23/2007,2007,22,"2403 Glenwood Ave., Philadelphia, PA",B,M,16,shooting,Firearm
09/23/2007,2007,02,"5600 Summerdale Ave., Philadelphia, PA",B,M,42,shooting,Firearm
09/23/2007,2007,02,"5600 Summerdale Ave., Philadelphia, PA",B,M,18,shooting,Firearm
09/23/2007,2007,06,"600 Spring Garden St., Philadelphia, PA",B,M,29,shooting,Firearm
09/24/2007,2007,25,"3308 N. 13th St., Philadelphia, PA",B,M,23,shooting,Firearm
09/24/2007,2007,19,"60th St. & Columbia Ave., Philadelphia, PA",B,M,31,shooting,Firearm
09/24/2007,2007,04,"500 Mifflin St., Philadelphia, PA",B,M,19,shooting,Firearm
09/24/2007,2007,02,"6200 Loretto Ave., Philadelphia, PA",B,M,20,shooting,Firearm
09/24/2007,2007,19,"60th St. & Columbia Ave., Philadelphia, PA",B,M,01,shooting,Firearm
09/24/2007,2007,01,"2600 Jackson St., Philadelphia, PA",B,M,35,shooting,Firearm
09/24/2007,2007,16,"45 N. Farson St., Philadelphia, PA",W,M,21,shooting,Firearm
09/25/2007,2007,19,"5915 Race St., Philadelphia, PA",B,M,19,shooting,Firearm
09/25/2007,2007,18,"Edgewood St. & Baltimore Ave., Philadelphia, PA",B,M,36,shooting,Firearm
09/26/2007,2007,17,"1500 S. 28th St., Philadelphia, PA",B,M,19,shooting,Firearm
09/27/2007,2007,23,"1318 N. 23rd St., Philadelphia, PA",B,M,29,shooting,Firearm
09/27/2007,2007,26,"2500 N. Howard St., Philadelphia, PA",B,M,16,shooting,Firearm
09/27/2007,2007,25,"3000 N. Franklin St., Philadelphia, PA",W,M,26,shooting,Firearm
09/27/2007,2007,19,"76th & Brockton Sts., Philadelphia, PA",B,M,17,shooting,Firearm
09/27/2007,2007,19,"1 N. 60th St., Philadelphia, PA",B,M,24,shooting,Firearm
09/27/2007,2007,39,"2900 N. Broad St., Philadelphia, PA",B,M,41,shooting,Firearm
09/28/2007,2007,04,"700 Ritner St., Philadelphia, PA",B,M,27,shooting,Firearm
09/28/2007,2007,17,"1322 S. 22nd St., Philadelphia, PA",B,M,19,shooting,Firearm
09/28/2007,2007,24,"3532 Emerald St., Philadelphia, PA",W,F,15,shooting,Firearm
09/28/2007,2007,17,"2201 Reed St., Philadelphia, PA",B,M,17,shooting,Firearm
09/28/2007,2007,24,"2130 Birch St., Philadelphia, PA",B,M,47,shooting,Firearm
09/28/2007,2007,24,"2130 Birch St., Philadelphia, PA",B,F,20,shooting,Firearm
09/29/2007,2007,05,"100 Grape St., Philadelphia, PA",B,M,24,shooting,Firearm
09/29/2007,2007,17,"2901 Moore St., Philadelphia, PA",B,M,15,shooting,Firearm
09/29/2007,2007,17,"2901 Moore St., Philadelphia, PA",B,M,14,shooting,Firearm
09/29/2007,2007,22,"1800 Judson St., Philadelphia, PA",B,M,30,shooting,Firearm
09/29/2007,2007,01,"2303 S. Bailey Terr., Philadelphia, PA",B,F,31,shooting,Firearm
09/30/2007,2007,35,"4931 N. Broad St., Philadelphia, PA",B,M,28,shooting,Firearm
09/30/2007,2007,14,"8103 Stenton Ave., Philadelphia, PA",B,M,18,shooting,Firearm
09/30/2007,2007,14,"7258 Cornelius St., Philadelphia, PA",B,M,20,shooting,Firearm
09/30/2007,2007,14,"8103 Stenton Ave., Philadelphia, PA",B,M,18,shooting,Firearm
09/30/2007,2007,23,"1700 N. 24th St., Philadelphia, PA",B,M,29,shooting,Firearm
10/01/2007,2007,17,"1600 S. Taylor St., Philadelphia, PA",B,M,19,shooting,Firearm
10/01/2007,2007,25,"100 W. Wishart St., Philadelphia, PA",W,M,21,shooting,Firearm
10/01/2007,2007,12,"56th & Florence Sts., Philadelphia, PA",B,M,19,shooting,Firearm
10/02/2007,2007,24,"3200 Almond St., Philadelphia, PA",W,M,18,shooting,Firearm
10/03/2007,2007,22,"3216 W. York St., Philadelphia, PA",B,M,38,shooting,Firearm
10/03/2007,2007,16,"528 N. 34th St., Philadelphia, PA",B,M,60,shooting,Firearm
10/03/2007,2007,14,"7267 21st St., Philadelphia, PA",B,M,27,shooting,Firearm
10/04/2007,2007,02,"7345 Bustleton Ave., Philadelphia, PA",W,M,54,shooting,Firearm
10/04/2007,2007,02,"7345 Bustleton Ave., Philadelphia, PA",W,M,65,shooting,Firearm
10/04/2007,2007,12,"5541 Chester Ave., Philadelphia, PA",B,M,28,shooting,Firearm
10/04/2007,2007,17,"1522 Tasker St., Philadelphia, PA",B,M,21,shooting,Firearm
10/04/2007,2007,15,"1670 Orthodox St., Philadelphia, PA",B,M,20,shooting,Firearm
10/04/2007,2007,17,"2838 Wharton St., Philadelphia, PA",B,M,26,shooting,Firearm
10/05/2007,2007,24,"662 Allegheny Ave., Philadelphia, PA",W,M,21,shooting,Firearm
10/05/2007,2007,14,"7351 N. 21st St., Philadelphia, PA",B,F,38,shooting,Firearm
10/05/2007,2007,22,"2900 W. Oakdale St., Philadelphia, PA",B,M,18,shooting,Firearm
10/06/2007,2007,06,"468 N. 9th St., Philadelphia, PA",B,M,21,shooting,Firearm
10/06/2007,2007,06,"468 N. 9th St., Philadelphia, PA",B,M,20,shooting,Firearm
10/06/2007,2007,06,"468 N. 9th St., Philadelphia, PA",B,M,23,shooting,Firearm
10/06/2007,2007,06,"468 N. 9th St., Philadelphia, PA",B,M,15,shooting,Firearm
10/06/2007,2007,06,"468 N. 9th St., Philadelphia, PA",B,M,21,shooting,Firearm
10/06/2007,2007,12,"5200 Willows St., Philadelphia, PA",B,M,54,shooting,Firearm
10/06/2007,2007,14,"8521 Forrest Ave., Philadelphia, PA",B,M,27,shooting,Firearm
10/06/2007,2007,22,"2400 N. Garnet St., Philadelphia, PA",B,M,17,shooting,Firearm
10/07/2007,2007,35,"2134 W. Spencer Ave., Philadelphia, PA",B,M,32,shooting,Firearm
10/07/2007,2007,35,"2134 W. Spencer Ave., Philadelphia, PA",B,F,62,shooting,Firearm
10/07/2007,2007,16,"4000 Filbert St., Philadelphia, PA",B,M,18,shooting,Firearm
10/07/2007,2007,39,"5000 Wayne Ave., Philadelphia, PA",B,M,35,shooting,Firearm
10/07/2007,2007,26,"800 W. Huntingdon St., Philadelphia, PA",B,M,18,shooting,Firearm
10/07/2007,2007,35,"2134 W. Spencer Ave., Philadelphia, PA",B,M,29,shooting,Firearm
10/08/2007,2007,16,"3952 Aspen St., Philadelphia, PA",B,M,36,shooting,Firearm
10/08/2007,2007,23,"Myrtlewood & Master Sts., Philadelphia, PA",B,M,37,shooting,Firearm
10/08/2007,2007,02,"6038 Castor Ave., Philadelphia, PA",W,M,64,shooting,Firearm
10/08/2007,2007,22,"1953 N. Warnock St., Philadelphia, PA",B,M,20,shooting,Firearm
10/08/2007,2007,16,"4924 Reno St., Philadelphia, PA",B,M,30,shooting,Firearm
10/09/2007,2007,12,"5500 Kingsessing Ave., Philadelphia, PA",B,F,19,shooting,Firearm
10/10/2007,2007,16,"889 Fallon St., Philadelphia, PA",B,M,27,shooting,Firearm
10/10/2007,2007,16,"889 Fallon St., Philadelphia, PA",B,M,21,shooting,Firearm
10/10/2007,2007,03,"424 Christian St., Philadelphia, PA",B,M,20,shooting,Firearm
10/10/2007,2007,03,"424 Christian St., Philadelphia, PA",B,M,23,shooting,Firearm
10/11/2007,2007,25,"4715 Rorer St., Philadelphia, PA",W,M,19,shooting,Firearm
10/11/2007,2007,14,"6523 Wister St., Philadelphia, PA",B,M,26,shooting,Firearm
10/11/2007,2007,25,"100 W. Thayer St., Philadelphia, PA",W,M,15,shooting,Firearm
10/12/2007,2007,12,"5700 Chester St., Philadelphia, PA",B,M,19,shooting,Firearm
10/12/2007,2007,39,"1500 Allegheny Ave., Philadelphia, PA",B,M,36,shooting,Firearm
10/12/2007,2007,35,"20th St. & Stenton Ave., Philadelphia, PA",B,M,30,shooting,Firearm
10/12/2007,2007,19,"100 N. Peach St., Philadelphia, PA",B,M,30,shooting,Firearm
10/13/2007,2007,02,"1533 Longshore Ave., Philadelphia, PA",W,M,34,shooting,Firearm
10/13/2007,2007,39,"301 W. Queen La., Philadelphia, PA",B,M,19,shooting,Firearm
10/13/2007,2007,25,"434 W. Butler St., Philadelphia, PA",W,M,45,shooting,Firearm
10/13/2007,2007,25,"1201 W. Erie Ave., Philadelphia, PA",B,M,17,shooting,Firearm
10/14/2007,2007,25,"700 W. Allegheny Ave., Philadelphia, PA",W,M,26,shooting,Firearm
10/14/2007,2007,12,"7042 Greenway Ave., Philadelphia, PA",B,M,25,shooting,Firearm
10/15/2007,2007,12,"1726 S. 60th St., Philadelphia, PA",B,M,18,shooting,Firearm
10/15/2007,2007,12,"1726 S. 60th St., Philadelphia, PA",B,M,17,shooting,Firearm
10/15/2007,2007,02,"1106 Van Kirk St., Philadelphia, PA",B,M,23,shooting,Firearm
10/15/2007,2007,24,"1900 E. Somerset St., Philadelphia, PA",B,F,21,shooting,Firearm
10/15/2007,2007,16,"4904 Westminster Ave., Philadelphia, PA",B,M,20,shooting,Firearm
10/15/2007,2007,19,"5224 Jefferson St., Philadelphia, PA",B,M,48,shooting,Firearm
10/16/2007,2007,16,"942 N. Markoe St., Philadelphia, PA",B,M,19,shooting,Firearm
10/17/2007,2007,35,"301 W. Somerville St., Philadelphia, PA",B,M,23,shooting,Firearm
10/17/2007,2007,35,"1300 W. Lindley Ave., Philadelphia, PA",B,M,18,shooting,Firearm
10/17/2007,2007,25,"3426 Tampa St., Philadelphia, PA",W,F,18,shooting,Firearm
10/17/2007,2007,19,"Yewdall & Arch Sts., Philadelphia, PA",B,M,30,shooting,Firearm
10/18/2007,2007,18,"5416 Norfolk St., Philadelphia, PA",B,M,23,shooting,Firearm
10/18/2007,2007,25,"3936 N. 6th St., Philadelphia, PA",B,M,43,shooting,Firearm
10/18/2007,2007,19,"1748 Georges Lane, Philadelphia, PA",B,M,25,shooting,Firearm
10/18/2007,2007,22,"1300 W. Dauphin St., Philadelphia, PA",B,M,18,shooting,Firearm
10/18/2007,2007,22,"25th & Daimond Sts., Philadelphia, PA",B,M,17,shooting,Firearm
10/18/2007,2007,26,"1756 N. Marshall St., Philadelphia, PA",B,M,31,shooting,Firearm
10/19/2007,2007,15,"2017 Granite St., Philadelphia, PA",W,M,25,shooting,Firearm
10/19/2007,2007,22,"2300 N. Cleveland St, Philadelphia, PA",B,M,34,shooting,Firearm
10/19/2007,2007,17,"1603 S. 28th St., Philadelphia, PA",B,M,14,shooting,Firearm
10/19/2007,2007,24,"2750 Aramingo Ave., Philadelphia, PA",B,M,27,shooting,Firearm
10/20/2007,2007,15,"6837 Ditman St., Philadelphia, PA",W,M,50,shooting,Firearm
10/20/2007,2007,39,"1400 W. Butler St., Philadelphia, PA",B,M,19,shooting,Firearm
10/20/2007,2007,35,"4th & Rockland, Philadelphia, PA",B,M,20,shooting,Firearm
10/20/2007,2007,01,"2731 Wolf St., Philadelphia, PA",B,M,18,shooting,Firearm
10/20/2007,2007,24,"2101 Birch St., Philadelphia, PA",B,M,28,shooting,Firearm
10/20/2007,2007,22,"2551 N. Myrtlewood St., Philadelphia, PA",B,M,19,shooting,Firearm
10/20/2007,2007,18,"56th & Addison St., Philadelphia, PA",B,M,28,shooting,Firearm
10/20/2007,2007,06,"100 Spring Garden St., Philadelphia, PA",B,M,25,shooting,Firearm
10/20/2007,2007,06,"100 Spring Garden St., Philadelphia, PA",B,M,23,shooting,Firearm
10/20/2007,2007,35,"2072 W. 65th St., Philadelphia, PA",B,M,23,shooting,Firearm
10/20/2007,2007,24,"2101 Birch St., Philadelphia, PA",B,F,57,shooting,Firearm
10/20/2007,2007,25,"Rising Sun & Germantown, Philadelphia, PA",B,M,24,shooting,Firearm
10/20/2007,2007,06,"100 Spring Garden St., Philadelphia, PA",B,M,25,shooting,Firearm
10/20/2007,2007,06,"100 Spring Garden St., Philadelphia, PA",W,F,48,shooting,Firearm
10/20/2007,2007,06,"729 N. 6th St., Philadelphia, PA",B,M,23,shooting,Firearm
10/20/2007,2007,12,"6500 Greenway Ave., Philadelphia, PA",B,M,26,shooting,Firearm
10/21/2007,2007,18,"701 S. Cobbs Creek Pk., Philadelphia, PA",B,M,23,shooting,Firearm
10/21/2007,2007,23,"1516 Judson Way, Philadelphia, PA",B,M,32,shooting,Firearm
10/21/2007,2007,35,"2046 65th Ave., Philadelphia, PA",B,F,37,shooting,Firearm
10/21/2007,2007,39,"1700 Dounton St., Philadelphia, PA",B,M,44,shooting,Firearm
10/21/2007,2007,39,"1700 Dounton St., Philadelphia, PA",B,M,25,shooting,Firearm
10/21/2007,2007,14,"6243 Clearview, Philadelphia, PA",B,M,25,shooting,Firearm
10/22/2007,2007,24,"1900 E. Orleans St., Philadelphia, PA",B,M,19,shooting,Firearm
10/22/2007,2007,24,"2973 Frankford Ave., Philadelphia, PA",B,M,41,shooting,Firearm
10/22/2007,2007,19,"5800 Media St., Philadelphia, PA",B,M,16,shooting,Firearm
10/23/2007,2007,19,"1500 N. 60th St., Philadelphia, PA",B,M,19,shooting,Firearm
10/23/2007,2007,14,"100 Mayland St., Philadelphia, PA",B,M,23,shooting,Firearm
10/23/2007,2007,14,"501 E. Haines St., Philadelphia, PA",B,M,18,shooting,Firearm
10/24/2007,2007,15,"1900 Pratt St., Philadelphia, PA",B,M,16,shooting,Firearm
10/24/2007,2007,15,"5254 Pennway St., Philadelphia, PA",W,M,47,shooting,Firearm
10/24/2007,2007,02,"5258 Montour St., Philadelphia, PA",W,M,61,shooting,Firearm
10/25/2007,2007,06,"209 S. 13th St., Philadelphia, PA",B,M,22,shooting,Firearm
10/25/2007,2007,24,"2815 N. Front St., Philadelphia, PA",W,M,34,shooting,Firearm
10/25/2007,2007,24,"2800 Rosehill St., Philadelphia, PA",W,F,21,shooting,Firearm
10/26/2007,2007,14,"1900 Dallas St., Philadelphia, PA",B,M,20,shooting,Firearm
10/26/2007,2007,14,"110 Mayland St., Philadelphia, PA",B,M,18,shooting,Firearm
10/26/2007,2007,01,"2300 Mifflin St., Philadelphia, PA",B,M,52,shooting,Firearm
10/26/2007,2007,39,"4421 Wayne Ave., Philadelphia, PA",B,M,29,shooting,Firearm
10/26/2007,2007,01,"2100 Mifflin St., Philadelphia, PA",B,M,21,shooting,Firearm
10/26/2007,2007,39,"4421 Wayne Ave., Philadelphia, PA",B,F,42,shooting,Firearm
10/27/2007,2007,22,"1600 W. Dauphin St., Philadelphia, PA",B,M,23,shooting,Firearm
10/27/2007,2007,22,"1600 W. Dauphin St., Philadelphia, PA",B,M,24,shooting,Firearm
10/27/2007,2007,25,"Kip & Ontario Sts., Philadelphia, PA",W,M,27,shooting,Firearm
10/27/2007,2007,39,"3100 Berkley Dr., Philadelphia, PA",B,M,19,shooting,Firearm
10/28/2007,2007,25,"4108 N. 8th St., Philadelphia, PA",W,M,36,shooting,Firearm
10/28/2007,2007,35,"807 W. Lindley Ave., Philadelphia, PA",B,M,54,shooting,Firearm
10/28/2007,2007,24,"1500 E. Hunting Park Ave., Philadelphia, PA",W,M,21,shooting,Firearm
10/28/2007,2007,39,"1900 W. Hunting Park Ave., Philadelphia, PA",B,M,36,shooting,Firearm
10/28/2007,2007,14,"Chew & Phil Ellena Sts., Philadelphia, PA",B,M,22,shooting,Firearm
10/28/2007,2007,18,"38th & Ludlow Sts., Philadelphia, PA",B,M,34,shooting,Firearm
10/28/2007,2007,18,"38th & Ludlow Sts., Philadelphia, PA",B,F,39,shooting,Firearm
10/30/2007,2007,12,"1647 S. Yewdall St., Philadelphia, PA",B,M,20,shooting,Firearm
10/30/2007,2007,22,"1518 W. Dauphin St., Philadelphia, PA",B,M,21,shooting,Firearm
10/30/2007,2007,09,"1530 Sansom St., Philadelphia, PA",B,F,20,shooting,Firearm
10/30/2007,2007,09,"1530 Sansom St., Philadelphia, PA",B,M,37,shooting,Firearm
10/30/2007,2007,09,"1530 Sansom St., Philadelphia, PA",B,M,33,shooting,Firearm
10/30/2007,2007,26,"2622 N. Marshall St., Philadelphia, PA",B,M,20,shooting,Firearm
10/30/2007,2007,25,"144 E. Westmoreland St., Philadelphia, PA",W,M,18,shooting,Firearm
10/30/2007,2007,12,"1700 S. Yewdall St., Philadelphia, PA",B,M,24,shooting,Firearm
10/30/2007,2007,09,"2200 Sansom St., Philadelphia, PA",B,M,44,shooting,Firearm
10/31/2007,2007,35,"6620 N. Broad St., Philadelphia, PA",W,M,54,shooting,Firearm
10/31/2007,2007,22,"32nd St. & Susquehanna Ave., Philadelphia, PA",B,M,13,shooting,Firearm
10/31/2007,2007,17,"3000 Reed St., Philadelphia, PA",B,M,18,shooting,Firearm
11/01/2007,2007,15,"4900 Tackawanna St., Philadelphia, PA",B,M,20,shooting,Firearm
11/01/2007,2007,19,"5600 Lansdowne Ave., Philadelphia, PA",B,M,36,shooting,Firearm
11/01/2007,2007,26,"2401 N. 10th St., Philadelphia, PA",B,M,16,shooting,Firearm
11/01/2007,2007,25,"3400 N. 11th St., Philadelphia, PA",W,M,29,shooting,Firearm
11/01/2007,2007,22,"2338 N. Beechwood St., Philadelphia, PA",B,M,31,shooting,Firearm
11/01/2007,2007,39,"1400 W. Hunting Park Ave., Philadelphia, PA",B,M,19,shooting,Firearm
11/02/2007,2007,39,"3238 N. 17th St., Philadelphia, PA",B,F,52,shooting,Firearm
11/03/2007,2007,39,"301 Queen Lane, Philadelphia, PA",B,M,19,shooting,Firearm
11/03/2007,2007,19,"5900 Callowhill St., Philadelphia, PA",B,M,21,shooting,Firearm
11/03/2007,2007,24,"2000 Albright St., Philadelphia, PA",W,M,30,shooting,Firearm
11/03/2007,2007,19,"56th St.& Lansdowne Ave., Philadelphia, PA",B,M,20,shooting,Firearm
11/03/2007,2007,35,"4561 Bouvier St., Philadelphia, PA",W,M,47,shooting,Firearm
11/03/2007,2007,04,"535 McClellan St., Philadelphia, PA",B,M,30,shooting,Firearm
11/03/2007,2007,23,"1700 W. Girard Ave., Philadelphia, PA",B,M,19,shooting,Firearm
11/05/2007,2007,01,"1903 S. 30th St., Philadelphia, PA",B,M,25,shooting,Firearm
11/05/2007,2007,24,"800 Hilton St., Philadelphia, PA",B,M,22,shooting,Firearm
11/05/2007,2007,15,"1503 Alcott St., Philadelphia, PA",B,M,30,shooting,Firearm
11/05/2007,2007,18,"47th & Walnut Sts., Philadelphia, PA",B,M,19,shooting,Firearm
11/06/2007,2007,22,"2101 W. York St., Philadelphia, PA",B,M,28,shooting,Firearm
11/06/2007,2007,25,"600 W. Clearfield St., Philadelphia, PA",W,M,23,shooting,Firearm
11/07/2007,2007,22,"1800 W. Norris St., Philadelphia, PA",W,M,42,shooting,Firearm
11/07/2007,2007,25,"1131 Rising Sun Ave., Philadelphia, PA",B,M,25,shooting,Firearm
11/07/2007,2007,35,"400 W. Spencer St., Philadelphia, PA",W,M,44,shooting,Firearm
11/07/2007,2007,04,"800 Tasker St., Philadelphia, PA",W,M,20,shooting,Firearm
11/07/2007,2007,15,"4734 Hawthorne St., Philadelphia, PA",B,M,22,shooting,Firearm
11/07/2007,2007,24,"2087 E. Clememtine St., Philadelphia, PA",B,M,23,shooting,Firearm
11/07/2007,2007,04,"6th & Mifflin Sts., Philadelphia, PA",B,M,19,shooting,Firearm
11/07/2007,2007,35,"Mascher & Widener Sts., Philadelphia, PA",B,M,21,shooting,Firearm
11/08/2007,2007,01,"1936 Sigel St., Philadelphia, PA",B,M,20,shooting,Firearm
11/08/2007,2007,01,"1936 Sigel St., Philadelphia, PA",B,M,19,shooting,Firearm
11/08/2007,2007,01,"1936 Sigel St., Philadelphia, PA",B,M,19,shooting,Firearm
11/10/2007,2007,12,"2032 S. 65th St., Philadelphia, PA",B,M,19,shooting,Firearm
11/10/2007,2007,18,"4813 Warrington Ave., Philadelphia, PA",A,M,51,shooting,Firearm
11/10/2007,2007,22,"2402 N. Cleveland St., Philadelphia, PA",B,M,36,shooting,Firearm
11/10/2007,2007,14,"5608 Chew Ave., Philadelphia, PA",B,M,60,shooting,Firearm
11/10/2007,2007,17,"2700 Titan St., Philadelphia, PA",B,M,17,shooting,Firearm
11/10/2007,2007,39,"1800 W. Westmoreland St., Philadelphia, PA",B,M,30,shooting,Firearm
11/10/2007,2007,25,"3400 Reach St., Philadelphia, PA",W,M,25,shooting,Firearm
11/11/2007,2007,19,"6100 Oxford St., Philadelphia, PA",B,M,30,shooting,Firearm
11/11/2007,2007,26,"900 N. 7th St., Philadelphia, PA",B,M,22,shooting,Firearm
11/11/2007,2007,35,"Fairhill & Spencer Sts., Philadelphia, PA",B,M,17,shooting,Firearm
11/11/2007,2007,25,"4000 N. Front St., Philadelphia, PA",W,M,40,shooting,Firearm
11/11/2007,2007,18,"53rd & Market Sts., Philadelphia, PA",B,M,24,shooting,Firearm
11/11/2007,2007,24,"3743 Frankford Ave., Philadelphia, PA",W,F,23,shooting,Firearm
11/11/2007,2007,18,"53rd & Market Sts., Philadelphia, PA",B,M,19,shooting,Firearm
11/11/2007,2007,25,"3401 N. Broad St., Philadelphia, PA",B,M,19,shooting,Firearm
11/12/2007,2007,26,"1513 N. 4th St., Philadelphia, PA",W,F,20,shooting,Firearm
11/12/2007,2007,17,"1600 S. Ringold St., Philadelphia, PA",B,M,61,shooting,Firearm
11/12/2007,2007,24,"4062 Howland St., Philadelphia, PA",W,M,39,shooting,Firearm
11/12/2007,2007,25,"3233 Tampa St., Philadelphia, PA",B,F,33,shooting,Firearm
11/13/2007,2007,35,"6100 Old York Rd., Philadelphia, PA",B,M,28,shooting,Firearm
11/13/2007,2007,24,"500 E. Indiana St., Philadelphia, PA",W,M,28,shooting,Firearm
11/13/2007,2007,24,"3853 Bennington St., Philadelphia, PA",W,F,79,shooting,Firearm
11/13/2007,2007,15,"2031 Orthodox St., Philadelphia, PA",B,M,32,shooting,Firearm
11/13/2007,2007,15,"2031 Orthodox St., Philadelphia, PA",B,M,39,shooting,Firearm
11/13/2007,2007,35,"6100 Old York Rd., Philadelphia, PA",B,M,35,shooting,Firearm
11/13/2007,2007,35,"6100 Old York Rd., Philadelphia, PA",B,M,26,shooting,Firearm
11/14/2007,2007,12,"5900 Warrington Ave., Philadelphia, PA",W,M,39,shooting,Firearm
11/15/2007,2007,25,"1300 Colwyn St., Philadelphia, PA",B,M,22,shooting,Firearm
11/15/2007,2007,25,"400 E. Ruscomb St., Philadelphia, PA",W,F,20,shooting,Firearm
11/15/2007,2007,25,"400 E. Ruscomb St., Philadelphia, PA",B,M,21,shooting,Firearm
11/15/2007,2007,24,"3647 Emerald St., Philadelphia, PA",B,M,20,shooting,Firearm
11/15/2007,2007,19,"52nd & Jefferson Sts., Philadelphia, PA",B,M,26,shooting,Firearm
11/15/2007,2007,19,"52nd & Jefferson Sts., Philadelphia, PA",B,M,22,shooting,Firearm
11/16/2007,2007,19,"5630 Girard Ave., Philadelphia, PA",B,M,17,shooting,Firearm
11/16/2007,2007,12,"5300 Baltimore Ave., Philadelphia, PA",B,M,30,shooting,Firearm
11/16/2007,2007,24,"1901 Buckius St., Philadelphia, PA",W,M,36,shooting,Firearm
11/16/2007,2007,22,"Judson & Edgely Sts., Philadelphia, PA",B,M,19,shooting,Firearm
11/17/2007,2007,14,"6641 Ross St., Philadelphia, PA",B,M,34,shooting,Firearm
11/17/2007,2007,14,"7100 Rodney St., Philadelphia, PA",B,M,48,shooting,Firearm
11/17/2007,2007,06,"532 Franklin Pl., Philadelphia, PA",B,M,32,shooting,Firearm
11/17/2007,2007,12,"2658 Massey St., Philadelphia, PA",B,M,19,shooting,Firearm
11/18/2007,2007,25,"Broad & Somerset Sts., Philadelphia, PA",B,M,21,shooting,Firearm
11/18/2007,2007,25,"Broad & Somerset Sts., Philadelphia, PA",B,F,26,shooting,Firearm
11/18/2007,2007,06,"36 S. Front St., Philadelphia, PA",B,M,19,shooting,Firearm
11/18/2007,2007,25,"Broad & Somerset Sts., Philadelphia, PA",B,M,37,shooting,Firearm
11/18/2007,2007,06,"36 S. Front St., Philadelphia, PA",B,M,23,shooting,Firearm
11/18/2007,2007,25,"Broad & Somerset Sts., Philadelphia, PA",B,M,25,shooting,Firearm
11/18/2007,2007,19,"6000 Oxford St., Philadelphia, PA",B,M,25,shooting,Firearm
11/18/2007,2007,22,"2357 N. Van Pelt St., Philadelphia, PA",B,F,46,shooting,Firearm
11/18/2007,2007,39,"24th & Somerset Sts., Philadelphia, PA",B,M,22,shooting,Firearm
11/19/2007,2007,12,"6500 Wheeler St., Philadelphia, PA",B,M,16,shooting,Firearm
11/19/2007,2007,19,"1200 N. 50th St., Philadelphia, PA",B,M,45,shooting,Firearm
11/19/2007,2007,39,"3012 N. Broad St., Philadelphia, PA",B,M,18,shooting,Firearm
11/19/2007,2007,39,"3127 N. 16th St., Philadelphia, PA",B,F,23,shooting,Firearm
11/19/2007,2007,14,"115 E. Pomona St., Philadelphia, PA",B,F,52,shooting,Firearm
11/20/2007,2007,23,"2900 W. Oxford St., Philadelphia, PA",B,M,19,shooting,Firearm
11/21/2007,2007,25,"3200 Hope St., Philadelphia, PA",W,M,18,shooting,Firearm
11/21/2007,2007,12,"5626 Litchfield St., Philadelphia, PA",B,M,26,shooting,Firearm
11/21/2007,2007,16,"3227 Wallace St., Philadelphia, PA",B,M,21,shooting,Firearm
11/21/2007,2007,39,"5224 Wayne Ave., Philadelphia, PA",B,M,21,shooting,Firearm
11/22/2007,2007,16,"5166 Parrish St., Philadelphia, PA",B,M,50,shooting,Firearm
11/22/2007,2007,24,"2047 E. Rush St., Philadelphia, PA",W,M,40,shooting,Firearm
11/22/2007,2007,26,"2549 N. Marshall St., Philadelphia, PA",B,F,11,shooting,Firearm
11/22/2007,2007,26,"2549 N. Marshall St., Philadelphia, PA",B,M,15,shooting,Firearm
11/22/2007,2007,19,"1500 N. 61st St., Philadelphia, PA",B,M,39,shooting,Firearm
11/23/2007,2007,18,"48th & Market Sts., Philadelphia, PA",B,M,37,shooting,Firearm
11/24/2007,2007,25,"805 W. Tioga Ave., Philadelphia, PA",W,M,30,shooting,Firearm
11/24/2007,2007,17,"1100 S. 15th St., Philadelphia, PA",B,M,25,shooting,Firearm
11/24/2007,2007,18,"5612 Cedar Ave., Philadelphia, PA",B,M,15,shooting,Firearm
11/24/2007,2007,17,"1100 S. 15th St., Philadelphia, PA",B,M,25,shooting,Firearm
11/24/2007,2007,12,"51st St. & Greenway Ave., Philadelphia, PA",B,M,33,shooting,Firearm
11/25/2007,2007,15,"1615 Brill St., Philadelphia, PA",W,M,32,shooting,Firearm
11/25/2007,2007,23,"15th & Poplar Sts., Philadelphia, PA",B,M,43,shooting,Firearm
11/26/2007,2007,18,"3800 Chestnut St., Philadelphia, PA",B,M,35,shooting,Firearm
11/26/2007,2007,22,"2500 N. 30th St., Philadelphia, PA",B,M,21,shooting,Firearm
11/26/2007,2007,35,"1200 W. Lindley Ave., Philadelphia, PA",B,M,39,shooting,Firearm
11/26/2007,2007,35,"5709 N. 19th St., Philadelphia, PA",B,M,63,shooting,Firearm
11/26/2007,2007,19,"23 N. Hirst St., Philadelphia, PA",B,M,20,shooting,Firearm
11/26/2007,2007,23,"1400 N. 25th St., Philadelphia, PA",B,M,44,shooting,Firearm
11/27/2007,2007,14,"6700 Germantown Ave., Philadelphia, PA",B,M,29,shooting,Firearm
11/27/2007,2007,16,"34th & Wallace Sts., Philadelphia, PA",B,M,19,shooting,Firearm
11/27/2007,2007,26,"622 W. Huntingdon St., Philadelphia, PA",B,M,05,shooting,Firearm
11/28/2007,2007,39,"1800 W. Somerset St., Philadelphia, PA",B,M,47,shooting,Firearm
11/28/2007,2007,12,"6865 Guyer Ave., Philadelphia, PA",B,M,41,shooting,Firearm
11/29/2007,2007,22,"2037 N. 11th St., Philadelphia, PA",B,M,27,shooting,Firearm
