date,year,district,address,race,sex,age,category,weapon
12/28/2004,2004,18,"4532 Pine St., Philadelphia, PA",W,M,48,shooting,Firearm
12/28/2004,2004,14,"Wakefield & Ashmead Sts., Philadelphia, PA",B,M,19,shooting,Firearm
12/28/2004,2004,06,"700 N. Delaware Ave., Philadelphia, PA",B,M,37,shooting,Firearm
12/29/2004,2004,19,"6201 Race St., Philadelphia, PA",B,M,24,shooting,Firearm
12/29/2004,2004,26,"2629 N. 4th St., Philadelphia, PA",B,M,49,shooting,Firearm
12/29/2004,2004,24,"2000 E. Lippencott St., Philadelphia, PA",B,M,30,shooting,Firearm
12/29/2004,2004,18,"6227  Pine St.., Philadelphia, PA",B,M,29,shooting,Firearm
12/29/2004,2004,39,"1519 W. Seltzer St., Philadelphia, PA",B,M,19,shooting,Firearm
12/29/2004,2004,06,"700 N. Delaware Ave., Philadelphia, PA",B,M,26,shooting,Firearm
12/30/2004,2004,14,"7000 Sprague St., Philadelphia, PA",B,M,37,shooting,Firearm
12/30/2004,2004,15,"4700 Frankford Ave., Philadelphia, PA",B,M,16,shooting,Firearm
12/30/2004,2004,26,"400 W. Cumberland St, Philadelphia, PA",W,M,40,shooting,Firearm
12/30/2004,2004,35,"5300 N. 10th St., Philadelphia, PA",B,M,25,shooting,Firearm
12/30/2004,2004,12,"69th & Dicks Sts., Philadelphia, PA",B,M,18,shooting,Firearm
12/31/2004,2004,12,"2019 S. 71st St., Philadelphia, PA",B,M,28,shooting,Firearm
12/31/2004,2004,39,"4500 Wayne Ave., Philadelphia, PA",W,M,47,shooting,Firearm
12/31/2004,2004,35,"4639 N. 13th St., Philadelphia, PA",B,M,27,shooting,Firearm
12/31/2004,2004,12,"7325 Passayunk Ave., Philadelphia, PA",W,M,19,shooting,Firearm
12/31/2004,2004,35,"211 W. Roosevelt Blvd., Philadelphia, PA",W,M,33,shooting,Firearm
12/31/2004,2004,12,"7325 Passayunk Ave., Philadelphia, PA",B,M,33,shooting,Firearm
12/31/2004,2004,14,"Chew & Church Sts., Philadelphia, PA",B,M,25,shooting,Firearm
12/31/2004,2004,14,"226 W. Rittenhouse St., Philadelphia, PA",B,M,17,shooting,Firearm
12/31/2004,2004,25,"3600 Front St., Philadelphia, PA",W,M,17,shooting,Firearm
12/31/2004,2004,12,"7325 Passayunk Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/01/2005,2005,39,"Germantown Ave.&ManheimSt., Philadelphia, PA",B,M,30,shooting,Firearm
01/01/2005,2005,25,"700 W. Clearfield St., Philadelphia, PA",B,M,28,shooting,Firearm
01/01/2005,2005,22,"2123 N. 30th St., Philadelphia, PA",B,M,58,shooting,Firearm
01/01/2005,2005,17,"1400 S. 21st St., Philadelphia, PA",B,M,27,shooting,Firearm
01/01/2005,2005,22,"2235 N. 11th St., Philadelphia, PA",B,M,36,shooting,Firearm
01/01/2005,2005,22,"3143 W. Norris St., Philadelphia, PA",B,M,23,shooting,Firearm
01/01/2005,2005,22,"2123 N. 30th St., Philadelphia, PA",B,M,19,shooting,Firearm
01/01/2005,2005,35,"5723 N. Broad St., Philadelphia, PA",B,M,27,shooting,Firearm
01/01/2005,2005,25,"700 W. Clearfield St., Philadelphia, PA",B,M,21,shooting,Firearm
01/01/2005,2005,17,"1300 S. 33rd St., Philadelphia, PA",B,F,22,shooting,Firearm
01/02/2005,2005,22,"2600 W. Cumberland St., Philadelphia, PA",B,M,17,shooting,Firearm
01/02/2005,2005,24,"""A""  & Wishart Sts., Philadelphia, PA",B,M,21,shooting,Firearm
01/02/2005,2005,14,"347 E. Rittenhouse St., Philadelphia, PA",B,M,20,shooting,Firearm
01/02/2005,2005,23,"2800 Jefferson St., Philadelphia, PA",B,M,18,shooting,Firearm
01/02/2005,2005,35,"4513 N. 20th St., Philadelphia, PA",B,M,41,shooting,Firearm
01/02/2005,2005,35,"1500 Conlyn St., Philadelphia, PA",B,M,29,shooting,Firearm
01/03/2005,2005,02,"1265 E. Cheltenham Ave., Philadelphia, PA",W,M,16,shooting,Firearm
01/04/2005,2005,18,"5200 Hazel Ave., Philadelphia, PA",B,M,25,shooting,Firearm
01/04/2005,2005,26,"400 W. Girard Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/04/2005,2005,14,"2506 W. Cheltenham Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/04/2005,2005,22,"1100 Cumberland St., Philadelphia, PA",B,F,17,shooting,Firearm
01/05/2005,2005,19,"5400 Pennsgrove St., Philadelphia, PA",B,M,24,shooting,Firearm
01/05/2005,2005,22,"22nd St. & Lehigh Ave., Philadelphia, PA",B,M,18,shooting,Firearm
01/05/2005,2005,19,"5400 Pennsgrove St., Philadelphia, PA",B,M,18,shooting,Firearm
01/06/2005,2005,19,"5231 Market St., Philadelphia, PA",B,M,28,shooting,Firearm
01/06/2005,2005,22,"1832 N. 24th St., Philadelphia, PA",B,M,37,shooting,Firearm
01/06/2005,2005,25,"9th & Westmoreland Sts., Philadelphia, PA",B,M,57,shooting,Firearm
01/06/2005,2005,19,"5300 Berks St., Philadelphia, PA",B,M,18,shooting,Firearm
01/07/2005,2005,39,"1711 W. Juniata St., Philadelphia, PA",B,M,39,shooting,Firearm
01/07/2005,2005,14,"1600 Elaine St., Philadelphia, PA",B,M,39,shooting,Firearm
01/07/2005,2005,14,"1600 Elaine St., Philadelphia, PA",B,M,40,shooting,Firearm
01/07/2005,2005,14,"1600 Elaine St., Philadelphia, PA",B,M,33,shooting,Firearm
01/07/2005,2005,35,"1400 Conlyn St., Philadelphia, PA",B,M,17,shooting,Firearm
01/07/2005,2005,14,"Germantown Ave. & Price St., Philadelphia, PA",B,M,32,shooting,Firearm
01/08/2005,2005,12,"6700 Dicks Ave., Philadelphia, PA",W,M,22,shooting,Firearm
01/08/2005,2005,09,"800 N. 16th St., Philadelphia, PA",B,M,17,shooting,Firearm
01/08/2005,2005,18,"5901 Carpenter St., Philadelphia, PA",B,M,23,shooting,Firearm
01/08/2005,2005,01,"2722 Daly Terrace, Philadelphia, PA",B,F,24,shooting,Firearm
01/08/2005,2005,18,"52nd & Larchwood Sts., Philadelphia, PA",B,M,17,shooting,Firearm
01/08/2005,2005,15,"2122 Shallcross St., Philadelphia, PA",B,M,21,shooting,Firearm
01/09/2005,2005,14,"335 E. Price St., Philadelphia, PA",B,M,22,shooting,Firearm
01/09/2005,2005,23,"2012 Seybert St., Philadelphia, PA",B,M,51,shooting,Firearm
01/09/2005,2005,39,"1500 Pike St., Philadelphia, PA",B,M,34,shooting,Firearm
01/09/2005,2005,35,"243 W. Lindley Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/09/2005,2005,19,"5304 Race St., Philadelphia, PA",B,M,36,shooting,Firearm
01/09/2005,2005,23,"1638 N. 28th St., Philadelphia, PA",B,M,23,shooting,Firearm
01/09/2005,2005,01,"1500 Ritner St., Philadelphia, PA",W,M,17,shooting,Firearm
01/09/2005,2005,14,"325 E. Price St., Philadelphia, PA",B,M,23,shooting,Firearm
01/09/2005,2005,17,"2700 Redd St., Philadelphia, PA",B,M,17,shooting,Firearm
01/09/2005,2005,14,"5610 Sprague St., Philadelphia, PA",B,M,24,shooting,Firearm
01/10/2005,2005,23,"1223 N. Taney St., Philadelphia, PA",B,M,39,shooting,Firearm
01/10/2005,2005,12,"1800 S. 58th St., Philadelphia, PA",B,M,27,shooting,Firearm
01/10/2005,2005,23,"1223 N. Taney St., Philadelphia, PA",B,M,48,shooting,Firearm
01/10/2005,2005,35,"5600 Rising Sun Ave., Philadelphia, PA",W,M,22,shooting,Firearm
01/10/2005,2005,26,"2032 N. 5th St., Philadelphia, PA",W,M,43,shooting,Firearm
01/10/2005,2005,15,"4328 Frankford Ave., Philadelphia, PA",B,M,44,shooting,Firearm
01/10/2005,2005,23,"1223 N. Taney St., Philadelphia, PA",B,M,25,shooting,Firearm
01/10/2005,2005,14,"Chelten Ave. & Boyd St., Philadelphia, PA",B,M,30,shooting,Firearm
01/10/2005,2005,14,"5600 Devon St., Philadelphia, PA",B,M,19,shooting,Firearm
01/11/2005,2005,35,"4825 N. 12th St., Philadelphia, PA",B,M,18,shooting,Firearm
01/11/2005,2005,35,"5th St. & Tabor Rd., Philadelphia, PA",B,M,35,shooting,Firearm
01/13/2005,2005,16,"4104 Lancaster Ave., Philadelphia, PA",A,M,34,shooting,Firearm
01/14/2005,2005,19,"1819 N. 57th St., Philadelphia, PA",B,M,16,shooting,Firearm
01/14/2005,2005,19,"1800 N. 59th St., Philadelphia, PA",B,M,18,shooting,Firearm
01/14/2005,2005,25,"2859 N. Mutter St., Philadelphia, PA",W,M,30,shooting,Firearm
01/14/2005,2005,26,"939 N. Delaware Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/14/2005,2005,01,"2600 Vare Ave., Philadelphia, PA",W,M,36,shooting,Firearm
01/14/2005,2005,24,"2800 ""B"" St., Philadelphia, PA",W,M,34,shooting,Firearm
01/14/2005,2005,35,"4700 N. Broad St., Philadelphia, PA",B,M,32,shooting,Firearm
01/14/2005,2005,39,"3858 N. 15th St., Philadelphia, PA",B,M,44,shooting,Firearm
01/15/2005,2005,04,"1000 Watkins St., Philadelphia, PA",W,M,39,shooting,Firearm
01/15/2005,2005,18,"5000 Catherine St., Philadelphia, PA",B,M,18,shooting,Firearm
01/15/2005,2005,35,"5723 N. Broad St., Philadelphia, PA",B,M,51,shooting,Firearm
01/15/2005,2005,35,"5723 N. Broad St., Philadelphia, PA",B,M,28,shooting,Firearm
01/16/2005,2005,17,"1348 S. 33rd St., Philadelphia, PA",B,M,27,shooting,Firearm
01/17/2005,2005,22,"24th & Norris St., Philadelphia, PA",B,M,16,shooting,Firearm
01/18/2005,2005,19,"336 N. 63rd St., Philadelphia, PA",B,M,23,shooting,Firearm
01/18/2005,2005,22,"2431 N. Cleveland St., Philadelphia, PA",B,M,25,shooting,Firearm
01/18/2005,2005,06,"11 N. Juniper St., Philadelphia, PA",B,F,21,shooting,Firearm
01/18/2005,2005,18,"47th & Walnut Sts., Philadelphia, PA",B,M,31,shooting,Firearm
01/18/2005,2005,25,"4009 N. Darien St., Philadelphia, PA",B,M,49,shooting,Firearm
01/19/2005,2005,39,"261 W. Berkley St., Philadelphia, PA",B,M,26,shooting,Firearm
01/19/2005,2005,14,"7200 Woolston St., Philadelphia, PA",B,M,18,shooting,Firearm
01/19/2005,2005,25,"500 E. Westmoreland St., Philadelphia, PA",W,M,29,shooting,Firearm
01/19/2005,2005,12,"58th St. & Florence Ave., Philadelphia, PA",B,F,43,shooting,Firearm
01/20/2005,2005,15,"4900 Frankford Ave., Philadelphia, PA",B,M,17,shooting,Firearm
01/20/2005,2005,39,"2821 N. Croskey St., Philadelphia, PA",B,M,34,shooting,Firearm
01/20/2005,2005,22,"2500 N. Jessup St., Philadelphia, PA",B,M,25,shooting,Firearm
01/20/2005,2005,12,"70th St. & Woodland Ave., Philadelphia, PA",B,M,30,shooting,Firearm
01/20/2005,2005,19,"5441 Hunter St., Philadelphia, PA",B,M,25,shooting,Firearm
01/21/2005,2005,12,"5517 Lindbergh Blvd., Philadelphia, PA",B,M,26,shooting,Firearm
01/23/2005,2005,12,"6000 Greenway Ave., Philadelphia, PA",B,M,17,shooting,Firearm
01/23/2005,2005,25,"4746 Rosehill St., Philadelphia, PA",A,M,22,shooting,Firearm
01/23/2005,2005,25,"4746 Rosehill St., Philadelphia, PA",A,M,22,shooting,Firearm
01/23/2005,2005,04,"345 Snyder Ave., Philadelphia, PA",W,M,33,shooting,Firearm
01/23/2005,2005,17,"2051 Catherine St., Philadelphia, PA",B,M,24,shooting,Firearm
01/23/2005,2005,24,"1818 E. Cornwall St., Philadelphia, PA",B,M,44,shooting,Firearm
01/24/2005,2005,12,"7100 Upland St., Philadelphia, PA",W,M,18,shooting,Firearm
01/24/2005,2005,08,"4800 Convent Lane, Philadelphia, PA",A,F,18,shooting,Firearm
01/24/2005,2005,18,"57th St. & Baltimore Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/25/2005,2005,25,"2801 N. 5th St., Philadelphia, PA",W,M,24,shooting,Firearm
01/25/2005,2005,22,"3200 W. Diamond St., Philadelphia, PA",B,M,31,shooting,Firearm
01/25/2005,2005,17,"1500 S. Corlies St., Philadelphia, PA",B,M,19,shooting,Firearm
01/25/2005,2005,22,"1900 W. Dauphin St., Philadelphia, PA",B,M,20,shooting,Firearm
01/26/2005,2005,24,"3900 Elsinore St., Philadelphia, PA",B,M,34,shooting,Firearm
01/27/2005,2005,16,"4200 Leidy St., Philadelphia, PA",B,M,19,shooting,Firearm
01/27/2005,2005,01,"2728 Daly Terrace, Philadelphia, PA",B,M,16,shooting,Firearm
01/27/2005,2005,16,"4524 Lancaster Ave., Philadelphia, PA",B,M,35,shooting,Firearm
01/27/2005,2005,35,"5800 N. 15th St., Philadelphia, PA",B,M,53,shooting,Firearm
01/27/2005,2005,15,"2122 Shallcross St., Philadelphia, PA",B,M,18,shooting,Firearm
01/28/2005,2005,18,"5833 Christian St., Philadelphia, PA",B,F,17,shooting,Firearm
01/29/2005,2005,18,"Chestnut & Farragut Sts., Philadelphia, PA",B,M,18,shooting,Firearm
01/29/2005,2005,19,"6517 Haverford Ave., Philadelphia, PA",B,M,27,shooting,Firearm
01/29/2005,2005,18,"839 S. Vodges St., Philadelphia, PA",B,M,25,shooting,Firearm
01/29/2005,2005,01,"2700 Synder Ave., Philadelphia, PA",B,M,32,shooting,Firearm
01/29/2005,2005,19,"4444 City Ave., Philadelphia, PA",B,M,53,shooting,Firearm
01/29/2005,2005,14,"6600 Chew Avenue, Philadelphia, PA",B,M,25,shooting,Firearm
01/29/2005,2005,16,"665 Creighton St., Philadelphia, PA",B,M,23,shooting,Firearm
01/29/2005,2005,17,"1400 S. 24th St., Philadelphia, PA",B,M,26,shooting,Firearm
01/30/2005,2005,25,"3800 N. 5th St., Philadelphia, PA",B,M,33,shooting,Firearm
01/30/2005,2005,25,"4300 Franklin St., Philadelphia, PA",B,M,19,shooting,Firearm
01/30/2005,2005,26,"2300 Fairhill St., Philadelphia, PA",B,M,22,shooting,Firearm
01/30/2005,2005,14,"1910 Cheltenham Ave., Philadelphia, PA",B,M,21,shooting,Firearm
01/30/2005,2005,25,"4300 Franklin St., Philadelphia, PA",B,M,23,shooting,Firearm
01/30/2005,2005,12,"6900 Elmwood Ave., Philadelphia, PA",B,M,34,shooting,Firearm
01/30/2005,2005,25,"3800 N. 5th St., Philadelphia, PA",B,M,45,shooting,Firearm
01/30/2005,2005,25,"4300 Franklin St., Philadelphia, PA",B,M,25,shooting,Firearm
01/30/2005,2005,19,"321 N. 62nd St., Philadelphia, PA",B,M,18,shooting,Firearm
01/30/2005,2005,14,"1910 Cheltenham Ave., Philadelphia, PA",B,M,22,shooting,Firearm
01/31/2005,2005,92,"3600 Ford Rd., Philadelphia, PA",W,F,30,shooting,Firearm
01/31/2005,2005,39,"2617 Sterner St., Philadelphia, PA",B,M,18,shooting,Firearm
01/31/2005,2005,01,"2119 S. 22nd St., Philadelphia, PA",W,M,48,shooting,Firearm
02/01/2005,2005,18,"6139 Catherine St., Philadelphia, PA",B,M,33,shooting,Firearm
02/01/2005,2005,19,"6500 Lebonon Ave., Philadelphia, PA",B,M,28,shooting,Firearm
02/01/2005,2005,25,"700 W. Ontario St., Philadelphia, PA",W,M,21,shooting,Firearm
02/02/2005,2005,14,"330 E. Tulpehocken St., Philadelphia, PA",B,F,17,shooting,Firearm
02/02/2005,2005,39,"2901 N. Stillman St., Philadelphia, PA",B,M,26,shooting,Firearm
02/02/2005,2005,14,"330 E. Tulpehocken St., Philadelphia, PA",B,M,19,shooting,Firearm
02/02/2005,2005,16,"4200 Mantua Ave., Philadelphia, PA",B,M,18,shooting,Firearm
02/03/2005,2005,12,"58th St. & Woodland Ave., Philadelphia, PA",B,M,18,shooting,Firearm
02/04/2005,2005,39,"2400 Somerset St., Philadelphia, PA",B,M,31,shooting,Firearm
02/05/2005,2005,16,"4445 Holden St. Apt.#1403, Philadelphia, PA",B,M,22,shooting,Firearm
02/05/2005,2005,22,"2300 Norris St., Philadelphia, PA",B,M,43,shooting,Firearm
02/05/2005,2005,09,"230 N. Broad St., Philadelphia, PA",B,M,16,shooting,Firearm
02/05/2005,2005,25,"Rorer & Westmoreland Sts., Philadelphia, PA",W,M,24,shooting,Firearm
02/05/2005,2005,25,"Rorer & Westmoreland Sts., Philadelphia, PA",B,M,34,shooting,Firearm
02/05/2005,2005,25,"Rorer & Westmoreland Sts., Philadelphia, PA",W,M,20,shooting,Firearm
02/05/2005,2005,39,"3939 N. Germantown Ave., Philadelphia, PA",B,M,64,shooting,Firearm
02/05/2005,2005,16,"3700 Aspen St., Philadelphia, PA",B,M,16,shooting,Firearm
02/05/2005,2005,25,"Rorer & Westmoreland Sts., Philadelphia, PA",W,M,20,shooting,Firearm
02/05/2005,2005,22,"1332 W. Boston St., Philadelphia, PA",B,M,22,shooting,Firearm
02/05/2005,2005,15,"4600 Frankford Ave., Philadelphia, PA",B,M,26,shooting,Firearm
02/05/2005,2005,22,"2607 N. Hollywood St., Philadelphia, PA",B,M,35,shooting,Firearm
02/05/2005,2005,12,"5200 Woodland Ave., Philadelphia, PA",B,F,36,shooting,Firearm
02/06/2005,2005,19,"1822 N. 76th St., Philadelphia, PA",B,F,45,shooting,Firearm
02/06/2005,2005,04,"600 Moore St., Philadelphia, PA",A,M,19,shooting,Firearm
02/06/2005,2005,14,"402 E. Narragansett St., Philadelphia, PA",B,M,33,shooting,Firearm
02/06/2005,2005,25,"621 W.Tioga St., Philadelphia, PA",W,M,25,shooting,Firearm
02/06/2005,2005,15,"1815 Harrison St., Philadelphia, PA",B,M,25,shooting,Firearm
02/06/2005,2005,04,"600 Moore St., Philadelphia, PA",A,M,18,shooting,Firearm
02/06/2005,2005,22,"2605 Norris Court St., Philadelphia, PA",B,M,26,shooting,Firearm
02/06/2005,2005,12,"54th & Greenway Sts., Philadelphia, PA",B,M,26,shooting,Firearm
02/06/2005,2005,16,"3962 W. Girard Ave., Philadelphia, PA",B,M,24,shooting,Firearm
02/07/2005,2005,16,"900 N. 45th St., Philadelphia, PA",B,M,20,shooting,Firearm
02/07/2005,2005,16,"900 N. 45th St., Philadelphia, PA",B,M,29,shooting,Firearm
02/07/2005,2005,17,"2700 Earp St., Philadelphia, PA",B,M,32,shooting,Firearm
02/07/2005,2005,18,"24 S. 45th St., Philadelphia, PA",B,M,38,shooting,Firearm
02/07/2005,2005,18,"60th & Spruce Sts., Philadelphia, PA",B,M,29,shooting,Firearm
02/08/2005,2005,14,"7100 Forrest Ave., Philadelphia, PA",B,M,16,shooting,Firearm
02/08/2005,2005,39,"3339 N. Uber St., Philadelphia, PA",B,M,51,shooting,Firearm
02/08/2005,2005,16,"4634 Westminister Ave., Philadelphia, PA",B,F,44,shooting,Firearm
02/09/2005,2005,12,"1244 S. 53rd St., Philadelphia, PA",B,M,24,shooting,Firearm
02/09/2005,2005,35,"302 W. Wellens St., Philadelphia, PA",B,M,53,shooting,Firearm
02/09/2005,2005,25,"4534 Palethorpe St., Philadelphia, PA",B,M,20,shooting,Firearm
02/09/2005,2005,35,"5100 Old York Rd., Philadelphia, PA",B,M,19,shooting,Firearm
02/10/2005,2005,24,"3100 Kensington Ave., Philadelphia, PA",W,M,16,shooting,Firearm
02/10/2005,2005,18,"4600 Market St., Philadelphia, PA",B,M,33,shooting,Firearm
02/10/2005,2005,24,"3100 Kensington Ave., Philadelphia, PA",W,M,19,shooting,Firearm
02/10/2005,2005,19,"5200 W. Jefferson St., Philadelphia, PA",B,M,30,shooting,Firearm
02/11/2005,2005,35,"143 E. Roosevelt Blvd., Philadelphia, PA",W,M,27,shooting,Firearm
02/11/2005,2005,17,"3100 Dickenson St., Philadelphia, PA",B,M,30,shooting,Firearm
02/11/2005,2005,01,"2710 Synder Ave., Philadelphia, PA",B,F,04,shooting,Firearm
02/11/2005,2005,01,"2710 Synder Ave., Philadelphia, PA",B,M,30,shooting,Firearm
02/11/2005,2005,35,"Broad & Rockland, Philadelphia, PA",A,M,21,shooting,Firearm
02/12/2005,2005,14,"5604 Chew Ave., Philadelphia, PA",B,M,34,shooting,Firearm
02/12/2005,2005,01,"2000 Mercy St., Philadelphia, PA",B,M,22,shooting,Firearm
02/12/2005,2005,15,"1700 Bridge St., Philadelphia, PA",B,M,27,shooting,Firearm
02/12/2005,2005,22,"3000 W. Huntingdon St., Philadelphia, PA",B,M,27,shooting,Firearm
02/12/2005,2005,35,"6406 N. 21st St., Philadelphia, PA",B,M,31,shooting,Firearm
02/13/2005,2005,22,"2562 Stanley St., Philadelphia, PA",B,M,23,shooting,Firearm
02/13/2005,2005,22,"2900 York St., Philadelphia, PA",B,M,20,shooting,Firearm
02/13/2005,2005,25,"9th & Pike Sts., Philadelphia, PA",B,M,23,shooting,Firearm
02/14/2005,2005,23,"1100 W. Stiles St., Philadelphia, PA",B,M,24,shooting,Firearm
02/14/2005,2005,24,"1700 E. Hunting Park Ave., Philadelphia, PA",B,M,26,shooting,Firearm
02/14/2005,2005,15,"1600 Foulkrod St., Philadelphia, PA",B,M,17,shooting,Firearm
02/15/2005,2005,14,"Crowson St. & Locust Ave., Philadelphia, PA",B,M,17,shooting,Firearm
02/15/2005,2005,17,"2100 Tasker St., Philadelphia, PA",B,M,26,shooting,Firearm
02/15/2005,2005,14,"Chew & Locust Aves., Philadelphia, PA",B,M,20,shooting,Firearm
02/16/2005,2005,25,"3535 Germantown Ave., Philadelphia, PA",B,M,19,shooting,Firearm
02/16/2005,2005,25,"3535 Germantown Ave., Philadelphia, PA",B,M,23,shooting,Firearm
02/16/2005,2005,25,"3535 Germantown Ave., Philadelphia, PA",B,M,18,shooting,Firearm
02/17/2005,2005,14,"Mt. Pleasant & Stenton Aves., Philadelphia, PA",B,M,20,shooting,Firearm
02/18/2005,2005,16,"772 N. 41st St., Philadelphia, PA",B,M,24,shooting,Firearm
02/18/2005,2005,39,"2925 N. 26th St., Philadelphia, PA",B,M,20,shooting,Firearm
02/18/2005,2005,39,"2925 N. 26th St., Philadelphia, PA",B,F,67,shooting,Firearm
02/18/2005,2005,19,"5600 Wyalusing Ave., Philadelphia, PA",B,M,27,shooting,Firearm
02/18/2005,2005,39,"2925 N. 26th St., Philadelphia, PA",B,M,17,shooting,Firearm
02/19/2005,2005,23,"2100 Nassau St., Philadelphia, PA",B,M,30,shooting,Firearm
02/19/2005,2005,25,"4200 Fairhill St., Philadelphia, PA",W,M,18,shooting,Firearm
02/19/2005,2005,17,"1200 S. 16th St., Philadelphia, PA",B,M,59,shooting,Firearm
02/19/2005,2005,24,"3800 Bennington St., Philadelphia, PA",B,M,21,shooting,Firearm
02/19/2005,2005,16,"4306 Reno St., Philadelphia, PA",B,M,63,shooting,Firearm
02/19/2005,2005,24,"203 E. Cambria St., Philadelphia, PA",W,M,19,shooting,Firearm
02/20/2005,2005,26,"2315 N. 8th St., Philadelphia, PA",B,M,23,shooting,Firearm
02/20/2005,2005,26,"2315 N. 8th St., Philadelphia, PA",B,M,52,shooting,Firearm
02/20/2005,2005,25,"801 W. Lehigh Ave., Philadelphia, PA",W,M,19,shooting,Firearm
02/20/2005,2005,39,"100 W. Hansberry St., Philadelphia, PA",B,M,44,shooting,Firearm
02/20/2005,2005,24,"2051 E. Stella St., Philadelphia, PA",B,F,25,shooting,Firearm
02/20/2005,2005,26,"2315 N. 8th St., Philadelphia, PA",B,M,28,shooting,Firearm
02/20/2005,2005,25,"3500 N.11th St., Philadelphia, PA",B,M,18,shooting,Firearm
02/20/2005,2005,24,"2051 E. Stella St., Philadelphia, PA",B,M,30,shooting,Firearm
02/21/2005,2005,24,"3401 G St., Philadelphia, PA",W,M,18,shooting,Firearm
02/23/2005,2005,15,"6637 Charles St., Philadelphia, PA",B,M,43,shooting,Firearm
02/23/2005,2005,01,"2720 Wolf St., Philadelphia, PA",B,M,22,shooting,Firearm
02/24/2005,2005,22,"19th St. & Susquehanna Ave., Philadelphia, PA",B,M,19,shooting,Firearm
02/24/2005,2005,22,"Berks & Ringgold Sts., Philadelphia, PA",B,M,26,shooting,Firearm
02/24/2005,2005,18,"100 S. 54th St., Philadelphia, PA",B,M,19,shooting,Firearm
02/25/2005,2005,17,"1537 S. 19th St., Philadelphia, PA",B,M,39,shooting,Firearm
02/25/2005,2005,12,"5550 Warrington Ave., Philadelphia, PA",B,M,29,shooting,Firearm
02/25/2005,2005,39,"2722 W. Silver st., Philadelphia, PA",B,M,32,shooting,Firearm
02/25/2005,2005,22,"2400 W. Firth St., Philadelphia, PA",B,M,48,shooting,Firearm
02/26/2005,2005,19,"6300 Lansdowne Ave., Philadelphia, PA",B,M,19,shooting,Firearm
02/26/2005,2005,16,"3924 Poplar St., Philadelphia, PA",B,M,18,shooting,Firearm
02/26/2005,2005,25,"8th & Wingohocking Sts., Philadelphia, PA",B,M,19,shooting,Firearm
02/26/2005,2005,35,"1523 Courtland St., Philadelphia, PA",B,M,31,shooting,Firearm
02/26/2005,2005,15,"4725 Frankford Ave., Philadelphia, PA",B,M,25,shooting,Firearm
02/26/2005,2005,19,"200 N. 54th St., Philadelphia, PA",B,M,24,shooting,Firearm
02/26/2005,2005,18,"60th & Market Sts., Philadelphia, PA",B,M,21,shooting,Firearm
02/27/2005,2005,18,"5207 Irving St., Philadelphia, PA",B,M,37,shooting,Firearm
02/27/2005,2005,14,"Germantown & Chelten Aves., Philadelphia, PA",B,M,26,shooting,Firearm
02/27/2005,2005,14,"Germantown & Chelten Aves., Philadelphia, PA",W,M,26,shooting,Firearm
02/27/2005,2005,16,"200 N. 51st St., Philadelphia, PA",B,M,23,shooting,Firearm
03/02/2005,2005,26,"2527 E. Gordon St., Philadelphia, PA",W,F,22,shooting,Firearm
03/04/2005,2005,12,"6750 Linmore Ave., Philadelphia, PA",B,F,24,shooting,Firearm
03/04/2005,2005,16,"217 N. Farson St., Philadelphia, PA",B,M,48,shooting,Firearm
03/05/2005,2005,18,"5458 Baltimore Ave., Philadelphia, PA",B,M,26,shooting,Firearm
03/05/2005,2005,24,"3100 N. Front St., Philadelphia, PA",W,M,23,shooting,Firearm
03/05/2005,2005,25,"2700 N. Front St., Philadelphia, PA",W,M,30,shooting,Firearm
03/05/2005,2005,26,"900 N. Delaware Ave., Philadelphia, PA",B,M,22,shooting,Firearm
03/05/2005,2005,26,"2548 Leithgow St., Philadelphia, PA",W,M,18,shooting,Firearm
03/06/2005,2005,22,"2900 Ridge Ave., Philadelphia, PA",B,M,15,shooting,Firearm
03/06/2005,2005,22,"1900 Norris St., Philadelphia, PA",B,M,23,shooting,Firearm
03/06/2005,2005,25,"8th & Lycomong Sts., Philadelphia, PA",W,M,21,shooting,Firearm
03/06/2005,2005,22,"3000 Huntingdon St., Philadelphia, PA",B,M,32,shooting,Firearm
03/06/2005,2005,19,"4864 Lancater Ave., Philadelphia, PA",B,M,42,shooting,Firearm
03/07/2005,2005,35,"5000 N. Broad St., Philadelphia, PA",B,M,37,shooting,Firearm
03/07/2005,2005,05,"234 Cotton St., Philadelphia, PA",W,F,32,shooting,Firearm
03/07/2005,2005,25,"1325 W. Erie Ave., Philadelphia, PA",B,M,19,shooting,Firearm
03/07/2005,2005,22,"1800 N. Taylor St., Philadelphia, PA",B,M,18,shooting,Firearm
03/07/2005,2005,05,"234 Cotton St., Philadelphia, PA",A,M,37,shooting,Firearm
03/07/2005,2005,19,"100 N. 59th St., Philadelphia, PA",B,M,19,shooting,Firearm
03/08/2005,2005,35,"4933 Old York Rd., Philadelphia, PA",B,M,39,shooting,Firearm
03/08/2005,2005,25,"7th & Pike Sts., Philadelphia, PA",B,M,36,shooting,Firearm
