DATE,YEAR,DIST,LOCATION,R,S,L,AGE
05/03/2001,2001,25,7th & Atlantic,B,M,N,23
05/03/2001,2001,16,40th & Poplar,B,M,N,21
05/04/2001,2001,06,7th & Green,B,M,N,21
05/04/2001,2001,16,4100 Viola,B,M,N,34
05/04/2001,2001,16,4000 Girard,B,M,N,41
05/05/2001,2001,24,3100 Rosehill,B,M,N,21
05/05/2001,2001,19,5714 Girard,B,M,N,24
05/05/2001,2001,18,3401 Spruce,B,M,N,18
05/05/2001,2001,12,7800 Mercury Pl.,B,M,N,20
05/05/2001,2001,16,Paxon & Market,B,M,N,45
05/06/2001,2001,18,5400 Spruce,B,M,N,20
05/06/2001,2001,24,2100 E. Monmouth,B,F,N,22
05/06/2001,2001,25,Hope & Cambria,W,F,N,13
05/06/2001,2001,17,1500 Catherine,B,M,N,19
05/06/2001,2001,35,6200 N. Broad,B,M,N,40
05/06/2001,2001,25,3401 N. Broad,B,M,N,31
05/07/2001,2001,17,2201 Christian,B,M,N,19
05/07/2001,2001,14,339 Armat,B,M,N,24
05/07/2001,2001,25,1300 Rising Sun,B,M,N,26
05/07/2001,2001,17,2201 Christian,B,M,N,47
05/08/2001,2001,16,5000 Hoopes,B,M,N,14
05/08/2001,2001,18,5657 Walnut,B,M,N,20
05/09/2001,2001,39,301 W. Queen,B,M,N,22
05/09/2001,2001,39,5041 Tacoma,B,M,N,18
05/09/2001,2001,12,5800 Chester,B,M,N,24
05/09/2001,2001,35,16th & Lindley,B,M,N,38
05/09/2001,2001,39,301 W. Queen,B,F,N,42
05/10/2001,2001,16,5000 Reno,B,M,N,17
05/10/2001,2001,16,5000 Reno,B,M,N,17
05/10/2001,2001,16,5000 Reno,B,M,N,13
05/10/2001,2001,22,2600 N. Napa,B,M,N,32
05/10/2001,2001,14,463 E. Rittenhouse,B,M,N,21
05/10/2001,2001,23,1400 N. Myrtlewood,B,M,N,24
05/10/2001,2001,23,1400 N. Myrtlewood,B,F,N,37
05/11/2001,2001,39,2900 N. 26th,B,M,N,18
05/11/2001,2001,35,6000 Phillips,B,M,N,33
05/11/2001,2001,17,1600 Wharton,B,M,N,19
05/11/2001,2001,17,1306 S. Bouvier,B,M,N,19
05/11/2001,2001,17,1800 Catherine,B,M,N,20
05/11/2001,2001,14,1 W. Schoolhouse,B,M,N,16
05/11/2001,2001,14,Woodlawn&McMahon,B,M,N,30
05/11/2001,2001,23,2505 Ingersol,B,M,N,43
05/12/2001,2001,24,2900 N. Front,W,M,N,22
05/12/2001,2001,17,2900 Tasker,W,M,N,23
05/13/2001,2001,35,Broad & Rockland,B,M,N,41
05/13/2001,2001,17,1706 Dickinson,B,M,N,19
05/13/2001,2001,15,6652 Hegerman,W,M,N,28
05/13/2001,2001,25,1300 W. Venango,B,M,N,41
05/13/2001,2001,3,500 Washington,A,M,N,24
05/14/2001,2001,25,119 Tioga,W,M,Y,27
05/15/2001,2001,39,23rd&Indiana,B,M,N,19
05/15/2001,2001,39,3102 C Berkley,B,M,N,24
05/16/2001,2001,18,6024 Larchwood,B,M,N,21
05/16/2001,2001,3,1248 Federal,W,M,N,23
05/17/2001,2001,22,2400 N. Clarion,B,M,N,21
05/17/2001,2001,19,321 N. Felton,B,M,N,27
05/17/2001,2001,22,1200 Sergeant,B,M,N,23
05/17/2001,2001,19,George's La.&Berks,B,M,N,36
05/18/2001,2001,35,4700 Marvine,B,M,N,40
05/19/2001,2001,24,Frankford&Allegheny,B,M,N,21
05/19/2001,2001,24,E & Allegheny,W,M,Y,19
05/19/2001,2001,25,3100 N. 13th,B,M,N,17
05/20/2001,2001,18,3400 Spruce,B,M,N,20
05/20/2001,2001,15,1624 Harrison,B,M,N,26
05/20/2001,2001,17,1600 Wharton,B,M,N,22
05/20/2001,2001,39,4600 N. Greene,B,M,N,15
05/20/2001,2001,17,1500 Ellsworth,B,M,N,21
05/20/2001,2001,19,1335 N. 50th,B,M,N,54
05/21/2001,2001,25,233 E. Louden,W,M,Y,13
05/22/2001,2001,19,59th & Callowhill,B,F,N,26
05/22/2001,2001,12,8100 Suffolk,B,M,N,38
05/22/2001,2001,12,58th&Beaumont,B,M,N,23
05/23/2001,2001,12,6639 Yocum,B,M,N,18
05/23/2001,2001,15,5926 Bustleton,B,M,N,33
05/24/2001,2001,14,Germantown & Chelten,B,M,N,19
05/24/2001,2001,17,1722 S. Broad,B,M,N,46
05/24/2001,2001,35,5400 Old York Rd.,B,M,N,29
05/24/2001,2001,16,1225 Belmont,B,M,N,39
05/25/2001,2001,14,2124 N. 66th,B,M,N,37
05/25/2001,2001,16,510 N. Paxon,B,M,N,25
05/25/2001,2001,39,225 W. Clapier,B,M,N,23
05/25/2001,2001,17,2231 Reed,B,M,N,20
05/26/2001,2001,19,7553 Haverford,W,M,N,36
05/26/2001,2001,26,2400 N. Howard,W,M,Y,19
05/26/2001,2001,12,1600 S. 57th,B,F,N,17
05/26/2001,2001,3,1320 Catherine,B,M,N,34
05/28/2001,2001,17,2500 Ellsworth,B,M,N,24
05/28/2001,2001,16,3600 Wallace,B,M,N,30
05/28/2001,2001,12,5654 Beaumont,B,M,N,18
05/28/2001,2001,16,3600 Wallace,B,M,N,23
05/29/2001,2001,17,1200 S. Bucknell,B,M,N,18
05/31/2001,2001,24,2200 E. Cambria,B,M,N,32
06/01/2001,2001,25,3401 N. Broad,B,M,N,22
06/01/2001,2001,19,6000 Lansdowne,B,M,N,18
06/01/2001,2001,35,5500 Rising Sun,W,M,N,25
06/01/2001,2001,14,7800 Michener,B,M,N,30
06/01/2001,2001,19,6000 Lansdowne,B,M,N,19
06/01/2001,2001,22,3000 W. Dauphin,B,M,N,28
06/01/2001,2001,16,5000 Parrish,B,M,N,22
06/02/2001,2001,14,Sprague & Woodlawn,B,M,N,21
06/02/2001,2001,18,5400 Cedar,B,M,N,18
06/02/2001,2001,35,6621 Limekiln,B,M,N,41
06/02/2001,2001,12,5829 Trinity,B,M,N,27
06/02/2001,2001,26,Aramingo&Cumberland,W,M,N,30
06/03/2001,2001,25,142 E. Westmoreland,W,M,Y,17
06/03/2001,2001,22,32nd & Norris,B,M,N,29
06/03/2001,2001,35,5000 Ogontz,B,M,N,37
06/03/2001,2001,22,2420 N. Newkirk,B,M,N,37
06/03/2001,2001,01,2128 Beachwood,B,M,N,27
06/03/2001,2001,19,451 S. 51st,B,M,N,23
06/04/2001,2001,18,5745 Baltimore,B,M,N,39
06/04/2001,2001,22,Bouvier & York,B,M,N,20
06/05/2001,2001,35,310 W. Olney,W,F,N,19
06/05/2001,2001,39,1913 Somerset,B,M,N,23
06/06/2001,2001,19,54th & Arch,B,M,N,32
06/06/2001,2001,18,56th & Chestnut,B,M,N,22
06/06/2001,2001,18,5800 Locust,B,M,N,14
06/06/2001,2001,17,3100 Mifflin,B,M,N,21
06/06/2001,2001,18,5800 Locust,B,M,N,13
06/06/2001,2001,19,5100 Warren,B,M,N,16
06/06/2001,2001,35,1200 Lindley,B,M,N,28
06/06/2001,2001,18,5800 Locust,B,M,N,13
06/07/2001,2001,19,5000 Thompson,B,M,N,23
06/07/2001,2001,17,1522 Reed,B,M,N,22
06/07/2001,2001,12,5500 Baltimore,B,M,N,41
06/08/2001,2001,17,2009 Federal,B,M,N,38
06/08/2001,2001,12,5900 Belmar Terrace,B,M,N,39
06/08/2001,2001,26,800 W. Firth,B,M,N,21
06/08/2001,2001,22,2210 N. 29th,B,M,N,22
06/08/2001,2001,18,200 S. 43rd,B,M,N,31
06/08/2001,2001,22,2251 N. 18th,B,M,N,19
06/08/2001,2001,24,916 E. Schiller,W,M,Y,34
06/09/2001,2001,12,2628 S. 66th,B,M,N,30
06/10/2001,2001,14,5600 Blakemore,B,M,N,17
06/10/2001,2001,35,1836 Lindley,B,M,N,17
06/10/2001,2001,12,52nd & Kingsessing,B,M,N,24
06/10/2001,2001,25,400 E. Wyoming,B,M,N,23
06/10/2001,2001,35,5100 Belfield,B,M,N,26
06/10/2001,2001,12,6000 Cobbs Creek Pk.,B,M,N,21
06/10/2001,2001,24,2329 E. Ann,W,M,N,19
06/10/2001,2001,12,2500 S. 71st,A,M,N,26
06/10/2001,2001,24,500 E. Indiana,B,M,N,25
06/13/2001,2001,35,6621 Limekiln Pk.,B,M,N,40
06/13/2001,2001,39,2100 Bellevue,B,M,N,36
06/13/2001,2001,12,2122 S. 70th,B,M,N,17
06/13/2001,2001,12,2122 S. 70th,B,M,N,19
06/13/2001,2001,12,2122 S. 70th,B,M,N,17
06/13/2001,2001,25,D & Westmoreland,B,M,N,26
06/13/2001,2001,24,2065 E. Rush,W,M,Y,52
06/14/2001,2001,16,200 N. Natrona,B,M,N,27
06/14/2001,2001,24,2051 E. Monmouth,W,M,Y,24
06/14/2001,2001,26,1949 E. York,B,M,N,39
06/14/2001,2001,23,23rd & Oxford,B,M,N,17
06/14/2001,2001,25,500 W. Westmoreland,W,M,Y,22
06/18/2001,2001,25,4500 N. 3rd,W,M,Y,29
06/18/2001,2001,19,5200 Filbert,B,M,N,23
06/18/2001,2001,23,2300 W. Oxford,B,M,N,17
06/18/2001,2001,3,627 Tasker,B,F,N,20
06/18/2001,2001,25,8th & Indiana,W,M,Y,49
06/18/2001,2001,39,4000 Germantown,B,M,N,23
06/18/2001,2001,39,23rd & Indiana,B,M,N,19
06/18/2001,2001,23,1000 Thompson,B,M,N,25
06/18/2001,2001,19,57th & Vine,B,M,N,32
06/19/2001,2001,24,3137 N. Arbor,B,M,N,33
06/19/2001,2001,35,5400 Old York,B,M,N,19
06/19/2001,2001,19,1500 N. Allison,B,M,N,24
06/20/2001,2001,18,6000 Irving,B,M,N,22
06/20/2001,2001,39,4500 Wayne,B,M,N,24
06/20/2001,2001,25,Marshall & Pike,B,M,N,36
06/20/2001,2001,18,5241 Webster,B,M,N,37
06/20/2001,2001,18,5900 Larchwood,B,M,N,32
06/21/2001,2001,23,17th & Master,B,M,N,26
06/21/2001,2001,06,830 N. 12th,B,M,N,83
06/21/2001,2001,18,52nd & Ludlow,B,M,N,27
06/21/2001,2001,18,4500 Sansom,B,M,N,30
06/22/2001,2001,35,Belfield & Lindley,B,M,N,29
06/22/2001,2001,22,16th & Oakdale,B,M,N,30
06/22/2001,2001,35,1104 Wagner,B,F,N,13
06/25/2001,2001,22,2300 N. Opal,B,M,N,21
06/25/2001,2001,04,900 Oregon,W,M,N,33
06/25/2001,2001,18,1314 S. 46th,B,M,N,34
06/25/2001,2001,25,1300 Erie,B,M,N,24
06/25/2001,2001,08,9500 Frankford,W,M,N,34
06/25/2001,2001,39,3738 Germantown,B,M,N,22
06/25/2001,2001,26,500 Girard,B,M,N,15
06/25/2001,2001,19,329 N. 55th,B,M,N,24
06/25/2001,2001,39,4934 Germantown,B,M,N,19
06/25/2001,2001,25,Germantown & Erie,B,M,N,32
06/25/2001,2001,25,3200 N. 3rd,W,M,N,33
06/25/2001,2001,22,2300 N. Opal,B,M,N,45
06/26/2001,2001,23,1235 N. 15th,B,M,N,36
06/26/2001,2001,23,1235 N 15th,B,M,N,39
06/26/2001,2001,12,5205 Chester,B,M,N,28
06/26/2001,2001,25,1237 W. Venango,B,M,N,33
06/26/2001,2001,35,4600 N. 18th,B,M,N,17
06/28/2001,2001,23,10th & Master,B,M,N,35
06/28/2001,2001,26,700 W. Girard,B,M,N,26
06/28/2001,2001,22,1100 Norris,B,M,N,19
06/28/2001,2001,26,1301 Germantown,B,F,N,24
06/28/2001,2001,18,4833 Woodland,B,M,N,21
06/29/2001,2001,12,6643 Woodland,B,M,N,14
06/29/2001,2001,26,2059 N. 8th,B,F,N,43
06/29/2001,2001,22,Dover & Huntingdon,B,M,N,25
06/29/2001,2001,19,1 N. 58th,B,M,N,34
07/02/2001,2001,39,2600 Seltzer,B,M,N,29
07/02/2001,2001,14,481 E. Penn (7-13),B,M,N,19
07/02/2001,2001,12,6000 Greenway,B,M,N,20
07/02/2001,2001,25,4843 B St.,B,F,N,42
07/02/2001,2001,23,2200 Seybert,B,M,N,23
07/02/2001,2001,26,1301 Germantown,B,F,N,20
07/02/2001,2001,12,5500 Whitby,B,M,N,41
07/03/2001,2001,22,Dover & Huntingdon,B,M,N,25
07/03/2001,2001,16,700 N. 38th,B,M,N,20
07/03/2001,2001,26,5th & Girard,B,M,N,15
07/03/2001,2001,24,3064 Potter,W,M,Y,28
07/03/2001,2001,25,1201 W. Lycoming,B,M,N,25
07/03/2001,2001,23,18th & Girard,B,M,N,17
07/03/2001,2001,22,2000 N. Cleveland,B,M,N,30
07/03/2001,2001,16,715 Brooklyn,B,M,N,29
07/03/2001,2001,12,5547 Pentridge,B,M,N,29
07/03/2001,2001,12,5315 Malcolm,B,M,N,20
07/05/2001,2001,14,8113 Stenton (7-21),B,M,N,40
07/05/2001,2001,14,6653 Cornelius,B,M,N,28
07/05/2001,2001,16,4224 Ogden,B,M,N,18
07/05/2001,2001,19,1766 N. Peach,B,M,N,36
07/05/2001,2001,25,800 W. Somerset,B,M,N,31
07/05/2001,2001,35,200 W. Clarkson,B,M,N,40
07/05/2001,2001,23,2100 Stewart,B,M,N,26
07/05/2001,2001,26,700 W. Girard,B,M,N,44
07/05/2001,2001,23,2100 Stewart,B,M,N,30
07/06/2001,2001,39,20th & Westmoreland,B,M,N,25
07/06/2001,2001,25,Rorer & Allegheny,W,M,N,16
07/09/2001,2001,18,1234 S. Markoe,B,F,N,29
07/09/2001,2001,19,12 N. 54th,B,M,N,34
07/09/2001,2001,25,Park & Rush,B,M,N,28
07/09/2001,2001,12,5400 Paschall,B,F,N,66
07/09/2001,2001,18,1234 S. Markoe,B,M,N,23
07/09/2001,2001,18,57th & Rodman,B,M,N,38
07/09/2001,2001,24,3100 Jasper,W,M,N,37
07/09/2001,2001,23,2749 Harper,B,M,N,43
07/09/2001,2001,12,5200 Woodland,B,F,N,40
07/09/2001,2001,12,Shields & Woodland,B,M,N,25
07/09/2001,2001,12,5400 Paschall,B,M,N,25
07/09/2001,2001,25,Park & Rush,B,M,N,21
07/09/2001,2001,18,1234 Markoe,B,F,N,28
07/09/2001,2001,24,3100 Jasper,W,M,N,20
07/09/2001,2001,18,400 S. 52nd,B,M,N,28
07/09/2001,2001,19,12 N. 54th,B,M,N,30
07/09/2001,2001,22,2314 N. 29th,B,M,N,37
07/11/2001,2001,12,6167 Elmwood,B,M,N,47
07/11/2001,2001,39,3000 Sydenham,B,M,N,27
07/11/2001,2001,16,Fallon & Westminister,B,M,N,20
07/11/2001,2001,18,301 S. 52nd,B,M,N,20
07/11/2001,2001,22,1852 N. Etting,B,M,N,21
07/11/2001,2001,26,2514 N. Franklin,B,M,N,48
07/12/2001,2001,25,Fairhill & Luzerne,W,F,Y,19
07/12/2001,2001,09,Broad & Ridge,B,M,N,28
07/12/2001,2001,19,5347 Oxford,B,M,N,21
07/12/2001,2001,25,Fairhill & Luzerne,W,M,Y,25
07/12/2001,2001,25,Fairhill & Luzerne,W,M,Y,17
07/13/2001,2001,12,5200 Hadfield,B,M,N,50
07/13/2001,2001,25,3200 G St.,B,M,N,25
07/13/2001,2001,39,2900 N. Bonsall,B,M,N,19
07/13/2001,2001,17,1508 S. 26th,W,F,N,20
07/16/2001,2001,26,2561 N. Fairhill,B,M,N,43
07/16/2001,2001,17,2300 Wharton,B,M,N,22
07/16/2001,2001,19,6352 Montgomery,B,F,N,40
07/16/2001,2001,05,4300 Cresson,W,M,N,18
07/16/2001,2001,35,2102 Chelten,W,M,Y,22
07/16/2001,2001,17,1500 Ellsworth,B,M,N,30
07/16/2001,2001,16,5100 Haverford,B,M,N,28
07/16/2001,2001,39,2401 W. Indiana,B,M,N,18
07/16/2001,2001,23,22nd & Jefferson,B,M,N,26
07/16/2001,2001,22,3300 Diamond,B,M,N,19
07/17/2001,2001,23,1200 N. 15th,B,M,N,53
07/17/2001,2001,17,1552 Washington,W,M,N,38
07/17/2001,2001,12,2400 S. 70th,B,M,N,27
07/17/2001,2001,24,3442 H,W,M,Y,04
07/17/2001,2001,26,1914 Waterloo,W,M,Y,27
07/17/2001,2001,25,3408 N. Bodine,W,M,Y,39
07/17/2001,2001,16,38th & Fairmount,B,M,N,19
07/17/2001,2001,39,Cambria & Bonsall,B,M,N,19
07/17/2001,2001,23,1610 N. Broad,B,M,N,17
07/17/2001,2001,19,6219 Lansdowne,B,M,N,20
07/17/2001,2001,35,Park & Grange,B,M,N,34
07/17/2001,2001,25,3408 N. Bodine,W,M,Y,29
07/17/2001,2001,26,1914 Waterloo,W,M,Y,20
07/17/2001,2001,25,5th & Wyoming,W,M,Y,53
07/17/2001,2001,09,1822 Green,W,M,N,17
07/17/2001,2001,26,1914 Waterloo,W,M,Y,25
07/17/2001,2001,39,1732 W. Atlantic,B,F,N,15
07/17/2001,2001,23,1600 N. Marston,B,M,N,18
07/17/2001,2001,06,Juniper & Cypress,B,M,N,26
07/18/2001,2001,25,6114 E. Musgrave,B,M,N,24
07/18/2001,2001,18,4934 Walton,B,M,N,36
07/20/2001,2001,17,900 S. 24th (7-18),B,M,N,20
07/20/2001,2001,14,322 Shedaker (7-28),B,M,N,30
07/20/2001,2001,15,4277 Frankford (7-13),B,M,N,43
07/20/2001,2001,06,700 Vine (7-20),B,M,N,24
07/20/2001,2001,17,1700 Bancroft (7-19),B,M,N,41
07/20/2001,2001,18,244 S. 51st (7-19),B,M,N,27
07/20/2001,2001,25,7th & Clearfield (7-19),B,M,N,19
07/20/2001,2001,25,3425 N. Palethorp(7-10),W,M,Y,28
07/20/2001,2001,18,244 S. 51st (7-19),B,M,N,27
07/24/2001,2001,15,4822 Alcott (7-20),B,M,N,22
07/24/2001,2001,39,3010 N. Lambert (7-23),B,M,N,69
07/24/2001,2001,25,3328 N. Philip (7-23),B,M,N,24
07/24/2001,2001,25,600 W. Luzerne (7-23),W,M,Y,22
07/24/2001,2001,26,1550 N. Randolph(7-23),B,M,N,23
07/24/2001,2001,3,1314 S. 5th (7-21),B,M,N,61
07/24/2001,2001,04,500 Morris (7-20),A,M,N,61
07/24/2001,2001,15,4200 Kensington (7-23),W,M,N,41
07/24/2001,2001,39,23rd & Indiana (7-12),B,M,N,22
07/24/2001,2001,39,3016 N. Bonsall (7-22),B,M,N,24
07/24/2001,2001,16,4130 Parrish (7-23),B,M,N,22
07/24/2001,2001,19,5400 Arlington (7-22),B,M,N,17
07/24/2001,2001,22,2600 Sedgley (7-21),B,F,N,45
07/24/2001,2001,18,6000 Washington(7-21),B,M,N,21
07/24/2001,2001,23,2012 W. Master (7-23),B,M,N,18
07/24/2001,2001,12,2116 S. Cecil  (7-22),B,F,N,23
07/24/2001,2001,22,2269 Colorado (7-15),B,M,N,31
07/24/2001,2001,14,800 E. CHELTEN AVE (7-28),B,F,N,22
07/24/2001,2001,12,5120 Pentridge (7-22),B,M,N,54
07/25/2001,2001,09,1900 Pine (7-23),W,M,N,30
07/25/2001,2001,22,Croskey & Norris (7-21),B,M,N,29
07/25/2001,2001,22,2404N.Hollywood(7-24),B,M,N,28
07/25/2001,2001,12,3000 Island (7-24),B,M,N,21
07/25/2001,2001,22,1200 N. Colona (7-19),B,M,N,19
07/25/2001,2001,23,1408 W. Girard (7-24),B,M,N,74
07/25/2001,2001,12,52nd & Woodland (7-22),B,M,N,24
07/25/2001,2001,12,8119 Lyons (7-20),B,M,N,39
07/25/2001,2001,22,Croskey & Norris (7-21),B,M,N,22
07/26/2001,2001,01,2100 Jackson (7-25),B,M,N,22
07/26/2001,2001,25,3800 N. Marshall (7-25),W,M,Y,27
07/26/2001,2001,06,3 N. Columbus (7-24),W,M,N,33
07/26/2001,2001,01,2100 Jackson (7-25),B,M,N,24
07/26/2001,2001,25,3800 N. Marshall (7-25),W,M,Y,20
07/26/2001,2001,25,3800 N. Marshall (7-25),W,M,Y,24
07/26/2001,2001,25,3120 N. 7th (7-25),W,M,Y,17
07/27/2001,2001,22,18TH & CUMBERLAND (7-27),B,M,N,17
07/27/2001,2001,18,600 Connestoga (7-26),B,M,N,17
07/27/2001,2001,16,300 N. 36TH ST (7-27),B,M,N,22
07/27/2001,2001,35,OGONTZ & SPENCER (7-27),B,M,N,41
07/27/2001,2001,22,18TH & CUMBERLAND (7-27),B,M,N,17
07/27/2001,2001,22,3019 W. Page (7-26),B,M,N,27
07/27/2001,2001,16,42nd & Leidy (7-26),B,M,N,19
07/27/2001,2001,17,2100 Reed (7-27),B,M,N,30
07/28/2001,2001,26,635 W. GIRARD AVE (7-28),B,M,N,23
07/28/2001,2001,15,4800 TACKAWANNA ST (7-28),B,M,N,17
07/28/2001,2001,16,350 Fairmount Ave.,B,M,N,20
07/28/2001,2001,09,1800 OLIVE ST (7-28),B,M,N,27
07/28/2001,2001,35,6100 N. FAIRHILL ST (7-28),B,M,N,16
07/28/2001,2001,24,3327 AMBER ST (7-28),W,M,N,17
07/28/2001,2001,35,6100 N. FAIRHILL ST (7-28),B,M,N,15
07/28/2001,2001,12,7332 KINGELT ST (7-28),W,M,N,32
07/28/2001,2001,22,1700 EDGLEY AVE (7-28),B,F,N,14
07/28/2001,2001,14,350 SHEDAKER ST (7-31),B,F,N,31
07/28/2001,2001,22,2618 N. WARNOCK ST (7-28),W,M,N,32
07/28/2001,2001,12,7332 KINGELT ST (7-28),W,M,N,33
07/28/2001,2001,25,600 W. PIKE ST (7-28),W,M,N,31
07/29/2001,2001,22,2700 W. DIAMOND ST (7-29),B,M,N,18
07/29/2001,2001,25,4661 N. 5TH ST (7-29),W,M,Y,41
07/29/2001,2001,23,1700 UBER ST (7-29),B,M,N,21
07/29/2001,2001,22,2000 GLENWOOD ST (7-29),B,M,N,20
07/29/2001,2001,19,6200 CALLOWHILL ST (7-29),B,M,N,17
07/29/2001,2001,12,ISLAND & PASCHALL (7-29),B,M,N,17
07/29/2001,2001,04,500 TASKER ST (7-29),A,M,N,23
07/30/2001,2001,19,5333 PARRISH ST (7-30),B,M,N,14
07/30/2001,2001,35,12TH & SOMERVILLE (7-30),B,M,N,20
07/30/2001,2001,19,5333 PARRISH ST (7-30),B,M,N,08
07/30/2001,2001,12,50TH & KINGSESSING (7-30),B,M,N,29
07/31/2001,2001,22,2000 JUDSON ST (7-31),B,M,N,24
07/31/2001,2001,19,5208 HESTON ST (7-31),B,M,N,09
07/31/2001,2001,14,350 SHEDAKER ST (7-31),B,M,N,26
07/31/2001,2001,04,2318 S. 6TH ST (7-31),B,M,N,37
07/31/2001,2001,14,Forrest&Middleton(8-26),B,M,N,16
07/31/2001,2001,14,72nd & Ogontz (8-10),B,M,N,19
07/31/2001,2001,19,5220 HESTON ST (7-31),B,M,N,15
08/01/2001,2001,19,5500 HAVERFORD AVE (8-01),B,M,N,28
08/01/2001,2001,39,22ND & CAMBRIA STS (8-01),B,M,N,17
08/03/2001,2001,19,6300 CALLOWHILL ST (08&02),B,M,N,25
08/03/2001,2001,17,20TH & TITAN STS (09&02),B,M,N,16
08/03/2001,2001,19,546 N. HOBART ST (08&03),B,M,N,26
08/03/2001,2001,17,2000 FEDERAL ST(08-02),B,M,N,17
08/04/2001,2001,26,8TH & CUMBERLAND,B,M,N,19
08/04/2001,2001,25,10TH & LUZERNE (08&04),B,M,N,50
08/05/2001,2001,26,2009 N. MASCHER ST (08&05),W,M,N,23
08/05/2001,2001,04,2654 S. 12TH ST (08&04),W,M,Y,39
08/05/2001,2001,07,11000 PROCTOR RD,W,F,N,41
08/05/2001,2001,22,2503 N. BANCROFT ST (08&04),B,M,N,19
08/06/2001,2001,25,HANCOCK & SOMERSET (08&02),W,M,Y,36
08/06/2001,2001,18,846 S. 56TH ST (08&06),B,F,N,21
08/06/2001,2001,24,"37740""L"" ST (08-06)",W,M,N,51
08/06/2001,2001,23,10TH & MONTGOMERY (08&05),B,M,N,15
08/06/2001,2001,25,HURLEY & WYOMING (08&06),B,M,N,22
08/07/2001,2001,04,800 MCKEAN ST (08&07),W,M,N,41
08/07/2001,2001,09,2000 PARRISH ST (8-7),B,F,N,20
08/07/2001,2001,23,3100 W. OXFORD ST (08&06),B,M,N,24
08/07/2001,2001,24,200 MAYFIELD ST (08&07),W,M,N,26
08/07/2001,2001,12,82ND &LYONS (08&07),B,F,N,38
08/07/2001,2001,19,611 N. 56TH ST (08&06),B,M,N,20
08/08/2001,2001,19,5400 MASTERS ST,B,M,N,20
08/08/2001,2001,24,200 MAYFIELD ST (08&07),B,M,N,16
08/14/2001,2001,25,3401 N. Broad (8-12),B,M,N,26
08/14/2001,2001,25,Front & Lehigh (8-13),W,M,Y,18
08/14/2001,2001,23,2062 Ridge (8-10),B,M,N,39
08/14/2001,2001,39,22nd & Lippencott (8-9),B,M,N,20
08/14/2001,2001,17,1823 S. 22nd (8-13),B,M,N,19
08/16/2001,2001,24,3038 Water (8-15),W,M,Y,28
08/16/2001,2001,39,2700 N. 15th (8-14),B,M,N,26
08/16/2001,2001,24,3019 Chatham (8-15),W,M,N,22
08/16/2001,2001,14,6000 Baynton,B,M,N,17
08/16/2001,2001,04,500 Watkins (8-16),B,F,N,15
08/16/2001,2001,12,800 S. 53rd (8-2),B,M,N,25
08/16/2001,2001,26,2041 N. Marshall (8-14),B,M,N,35
08/16/2001,2001,12,6530CobbsCreek(8-11),B,M,N,30
08/16/2001,2001,26,1200 N. 7th (8-6),B,M,N,29
08/16/2001,2001,18,271 S. 60th (8-16),B,M,N,37
08/16/2001,2001,39,2700 N. 15th (8-14),B,M,N,19
08/16/2001,2001,04,500 Watkins (8-16),B,M,N,18
08/16/2001,2001,26,2041 N. Marshall (8-14),B,M,N,19
08/16/2001,2001,17,3100 Mountain (8-12),B,M,N,39
08/16/2001,2001,04,500 Watkins (8-16),B,M,N,15
08/16/2001,2001,17,1500 Tasker (8-16),W,M,N,32
08/16/2001,2001,04,500 Watkins (8-16),B,M,N,15
08/16/2001,2001,14,350 SHEDAKER ST (7-31),B,M,N,24
08/16/2001,2001,17,1428 Tasker (8-13),A,F,N,48
08/17/2001,2001,22,3210 W. GORDON ST (08&17),B,F,N,08
08/17/2001,2001,25,3349 N. 5th (8-16),W,M,N,19
08/17/2001,2001,12,5900 SPRINGFIELD (08&17),B,M,N,26
08/17/2001,2001,04,500 Watkins (8-16),B,M,N,18
08/17/2001,2001,25,900 W. ALLEGHENY AVE (08&17),B,M,N,23
08/17/2001,2001,18,4600 Linmore (8-13),B,M,N,20
08/17/2001,2001,16,3970 POPLAR ST,B,M,N,21
08/18/2001,2001,25,900 W. BUTLER ST (08&18),B,M,N,19
08/18/2001,2001,26,800 SUSQUEHANNA AVE,B,M,N,28
08/18/2001,2001,39,BROAD & ERIE AVE (08&18),B,F,N,24
08/18/2001,2001,39,BROAD & ERIE AVE (08&18),B,M,N,23
08/18/2001,2001,39,BROAD & ERIE AVE (08&18),B,M,N,26
08/19/2001,2001,17,1700 S. Bancroft St. (08&19),B,M,N,12
08/19/2001,2001,22,2031 N. CLEVELAN ST (08&19),B,M,N,28
08/19/2001,2001,25,1000 W. VENANGO ST,B,M,N,32
08/20/2001,2001,16,FOLSOM & BROWN (08&20),B,M,N,31
08/20/2001,2001,39,2400 SOMERSET ST (08&20),B,M,N,28
08/20/2001,2001,18,1113 S. 47TH ST (08&20) (DECEASED),B,M,N,20
08/21/2001,2001,25,1007 W. LEHIGH AVE (08&21),B,M,N,47
08/21/2001,2001,18,49TH & CHESTNUT ST S (08&21),B,M,N,31
08/21/2001,2001,25,3400N. 11TH ST (08&21),B,M,N,31
08/21/2001,2001,08,8763 COTTAGE ST (08&29),W,M,N,24
08/22/2001,2001,22,2200 CHADWICK ST (08&22),B,M,N,33
08/22/2001,2001,23,1550 N. 23RD ST,B,M,N,23
08/22/2001,2001,23,1550 N. 23RD ST,B,F,N,17
08/22/2001,2001,23,2919 W. TURNER ST (08-21),B,F,N,33
