CaseNumber,Date,Year,District,Location,LocationDir,LocationStreet,Age,Race,Sex,Hispanic,UCR,Weapon
M07045,2/14/2007,2007,04,622,,HOFFMAN STREET,35,B,M,N,111,HANDGUN
M07046,2/15/2007,2007,24,2901,,B STREET,52,W,M,N,111,HANDGUN
M07226,7/19/2007,2007,19,5432,,LANCASTER AVENU,33,B,M,N,111,HANDGUN
M07229,7/22/2007,2007,12,2421,S,62ND STREET,31,B,M,N,111,HANDGUN
M07230,7/22/2007,2007,12,2421,S,62ND STREET,20,B,M,N,111,HANDGUN
M07231,7/22/2007,2007,12,2421,S,62ND STREET,30,B,M,N,111,HANDGUN
M07232,7/22/2007,2007,22,1633,W,DAUPHIN STREET,20,B,M,N,111,HANDGUN
M07233,7/22/2007,2007,19,5400,,ARLINGTON AVENU,23,B,M,N,111,HANDGUN
M07234,7/22/2007,2007,18,5912,,SANSOM STREET,22,B,M,N,111,HANDGUN
M07235,7/23/2007,2007,19,6201,,RACE STREET,26,B,M,N,111,HANDGUN
M07236,7/24/2007,2007,15,2100,,WAKELING STREET,18,B,M,N,111,HANDGUN
M07303,9/22/2007,2007,16,252,N,RAMSEY STREET,29,B,M,N,111,HANDGUN
M07305,9/23/2007,2007,25,2702,N,8TH STREET,27,B,M,N,111,HANDGUN
M07307,9/25/2007,2007,19,5915,,RACE STREET,19,B,M,N,111,HANDGUN
M07308,9/26/2007,2007,17,1500,S,28TH STREET,19,B,M,N,111,HANDGUN
M07309,10/4/2007,2007,02,7345,,BUSTLETON AVENU,54,W,M,N,111,HANDGUN
M07310,10/4/2007,2007,02,7345,,BUSTLETON AVENU,65,W,M,N,111,HANDGUN
M07311,10/4/2007,2007,22,3216,W,YORK STREET,36,B,M,N,111,HANDGUN
M07312,10/5/2007,2007,24,662,E,ALLEGHENY AVENU,21,W,M,Y,111,HANDGUN
M07313,10/6/2007,2007,06,468,N,9TH STREET,21,B,M,N,111,HANDGUN
M07001,1/2/2007,2007,18,5132,,WALNUT STREET,50,B,M,N,111,HANDGUN
M07002,1/3/2007,2007,12,6010,,THEODORE STREET,20,W,M,N,111,HANDGUN
M07003,1/3/2007,2007,24,3021,,AMBER STREET,21,W,M,N,111,HANDGUN
M07004,1/4/2007,2007,25,3226,N,13TH STREET,18,B,M,N,111,HANDGUN
M07005,1/4/2007,2007,12,6500,,REGENT STREET,25,B,M,N,111,HANDGUN
M07006,1/5/2007,2007,24,2837,N,SWANSON STREET,21,W,M,Y,111,HANDGUN
M07007,1/5/2007,2007,14,5604,,MCMAHON STREET,21,B,M,N,111,HANDGUN
M07009,1/7/2007,2007,02,1214,,ALCOTT STREET,25,W,M,Y,111,HANDGUN
M07010,1/7/2007,2007,22,2400,W,DAUPHIN STREET,42,B,M,N,111,HANDGUN
M07011,1/8/2007,2007,12,1600,S,59TH STREET,35,B,M,N,111,HANDGUN
M07012,1/8/2007,2007,35,1100,W,SOMERVILLE AVEN,35,B,M,Y,111,HANDGUN
M07013,1/8/2007,2007,19,5301,,MARKET STREET,40,B,M,N,111,HANDGUN
M07015,1/10/2007,2007,18,5200,,LARCHWOOD STREE,21,B,M,N,111,HANDGUN
M07017,1/11/2007,2007,02,898,,GRANITE STREET,18,B,M,N,111,HANDGUN
M07018,1/12/2007,2007,19,14,N,53RD STREET,38,B,M,N,111,HANDGUN
M07019,1/13/2007,2007,25,4411,N,5TH STREET,26,B,F,N,111,HANDGUN
M07021,1/14/2007,2007,12,2508,S,68TH STREET,26,B,M,N,111,HANDGUN
M07023,1/14/2007,2007,12,2400,S,65TH STREET,27,B,M,N,111,HANDGUN
M07025,1/14/2007,2007,25,1200,W,RISING SUN AVE,57,W,M,Y,111,HANDGUN
M07026,1/14/2007,2007,23,1500,N,NEWKIRK STREET,18,B,M,N,111,HANDGUN
M07027,1/22/2007,2007,25,100,W,WESTMORELAND ST,20,W,M,Y,111,HANDGUN
M07028,1/25/2007,2007,19,5231,,MARKET STREET,20,B,M,N,111,HANDGUN
M07029,1/27/2007,2007,12,2701,S,56TH STREET,27,B,F,N,111,HANDGUN
M07031,1/30/2007,2007,14,7844,,MICHENER AVENUE,30,B,M,N,111,HANDGUN
M07033,2/2/2007,2007,14,440,,GLEN ECHO ROAD,36,B,M,N,111,HANDGUN
M07035,2/8/2007,2007,35,4829,N,FRANKLIN STREET,37,B,M,N,111,HANDGUN
M07047,2/15/2007,2007,17,2630,,DICKENSON STREE,18,B,M,N,111,HANDGUN
M07048,2/17/2007,2007,23,1218,N,30TH STREET,20,B,M,N,111,HANDGUN
M07049,2/18/2007,2007,35,4501,N,BROAD STREET,45,B,M,N,111,HANDGUN
M07051,2/19/2007,2007,25,2816,N,HOPE STREET,60,W,M,Y,111,HANDGUN
M07054,2/22/2007,2007,19,40,N,52ND STREET,23,B,M,N,111,HANDGUN
M07055,2/23/2007,2007,08,2901,,WELSH ROAD,25,B,M,N,111,HANDGUN
M07056,2/24/2007,2007,02,5300,,CLARIDGE STREET,29,B,M,N,111,HANDGUN
M07057,2/24/2007,2007,25,600,W,LURAY STREET,28,B,M,N,111,HANDGUN
M07058,2/25/2007,2007,15,1686,,HARRISON STREET,31,B,M,N,111,HANDGUN
M07059,2/26/2007,2007,39,2000,W,SOMERSET STREET,31,B,M,N,111,HANDGUN
M07060,2/26/2007,2007,35,1100,,LOUDEN STREET,19,B,M,N,111,HANDGUN
M07062,2/28/2007,2007,19,4998,W,MASTER STREET,36,B,M,N,111,HANDGUN
M07063,3/1/2007,2007,16,3204,,MANTUA AVENUE,41,B,M,N,111,HANDGUN
M07064,3/1/2007,2007,16,3204,,MANTUA AVENUE,64,B,F,N,111,HANDGUN
M07066,3/4/2007,2007,22,2510,N,19TH STREET,51,B,M,N,111,HANDGUN
M07067,3/5/2007,2007,23,2200,,BOLTON STREET,47,B,M,N,111,HANDGUN
M07068,3/5/2007,2007,16,314,N,HOLLY STREET,48,B,M,N,111,HANDGUN
M07069,3/5/2007,2007,01,2000,S,HEMBERGER STREE,21,B,M,N,111,HANDGUN
M07070,3/6/2007,2007,01,2000,S,COLORADO STREET,18,B,M,N,111,HANDGUN
M07073,3/9/2007,2007,12,945,S,53RD STREET,40,B,M,N,111,HANDGUN
M07074,3/11/2007,2007,16,4052,W,POPLAR STREET,25,B,M,N,111,HANDGUN
M07075,3/11/2007,2007,22,2000,N,VAN PELT STREET,47,B,M,N,111,HANDGUN
M07076,3/12/2007,2007,14,8014,,OGONTZ AVENUE,40,B,M,N,111,HANDGUN
M07077,3/12/2007,2007,18,5200,,MARKET STREET,49,B,M,N,111,HANDGUN
M07078,3/13/2007,2007,04,300,,MORRIS STREET,18,B,M,N,111,HANDGUN
M07079,3/13/2007,2007,39,2300,W,CAMBRIA STREET,18,B,M,N,111,HANDGUN
M07080,3/14/2007,2007,35,5155,,WESTFORD ROAD,28,W,M,N,111,HANDGUN
M07081,3/15/2007,2007,23,1900,W,GIRARD AVENUE,25,B,M,N,111,HANDGUN
M07082,3/15/2007,2007,04,407,,DALY STREET,21,B,M,N,111,HANDGUN
M07083,3/18/2007,2007,39,4900,,ROYAL STREET,42,B,M,N,111,HANDGUN
M07084,3/19/2007,2007,09,1500,,JFK BOULEVARD,22,B,M,N,111,HANDGUN
M07085,3/20/2007,2007,25,656,E,ONTARIO STREET,27,W,M,Y,111,HANDGUN
M07086,3/20/2007,2007,35,4700,N,MARVINE STREET,31,B,M,N,111,HANDGUN
M07087,3/21/2007,2007,22,3147,,FONTAIN STREET,47,B,M,N,111,HANDGUN
M07088,3/21/2007,2007,19,6643,,HADDINGTON LANE,34,W,M,N,111,HANDGUN
M07089,3/23/2007,2007,25,134,E,ELEANOR,23,W,M,Y,111,HANDGUN
M07090,3/24/2007,2007,19,5422,,SUMMER STREET,23,B,M,N,111,HANDGUN
M07091,3/25/2007,2007,12,5821,,PENTRIDGE AVENU,28,B,F,N,111,HANDGUN
M07092,3/25/2007,2007,39,2553,W,SELTZER STREET,28,B,M,N,111,HANDGUN
M07093,3/26/2007,2007,39,3428,N,17TH STREET,20,B,M,N,111,HANDGUN
M07094,3/26/2007,2007,25,1328,W,JEROME STREET,29,B,M,N,111,HANDGUN
M07095,3/26/2007,2007,14,2211,,STENTON AVENUE,19,B,M,N,111,HANDGUN
M07096,3/27/2007,2007,35,1800,W,67TH AVENUE,32,B,M,N,111,HANDGUN
M07097,3/29/2007,2007,15,4645,,PENN STREET,37,B,M,N,111,HANDGUN
M07098,3/29/2007,2007,14,1310,E,HAINES STREET,33,B,M,N,111,HANDGUN
M07099,3/30/2007,2007,39,2800,N,RINGGOLD STREET,14,B,M,N,111,HANDGUN
M07100,3/31/2007,2007,16,4900,,ASPEN STREET,37,B,M,N,111,HANDGUN
M07102,3/31/2007,2007,18,6118,,MARKET STREET,50,B,M,N,111,HANDGUN
M07103,4/1/2007,2007,35,5027,N,5TH STREET,24,B,M,N,111,HANDGUN
M07104,4/1/2007,2007,12,7046,,WOODLAND AVENUE,45,B,M,N,111,HANDGUN
M07105,4/6/2007,2007,22,1900,N,STANLEY STREET,52,B,F,N,111,HANDGUN
M07106,4/6/2007,2007,18,5817,,PINE STREET,42,B,M,N,111,HANDGUN
M07108,4/8/2007,2007,14,5833,,GERMANTOWN AVEN,33,B,M,N,111,HANDGUN
M07109,4/11/2007,2007,25,3500,,OLD YORK ROAD,17,B,M,N,111,HANDGUN
M07110,4/12/2007,2007,39,3048,N,CARLISLE STREET,28,B,F,N,111,HANDGUN
M07111,4/13/2007,2007,17,1328,S,CARLISLE STREET,55,A,M,N,111,HANDGUN
M07112,4/14/2007,2007,39,3300,N,GRATZ STREET,19,B,M,N,111,HANDGUN
M07113,4/14/2007,2007,12,5000,,KINGSESSING AVE,19,B,M,N,111,HANDGUN
M07114,4/15/2007,2007,19,1800,N,59TH STREET,49,B,M,N,111,HANDGUN
M07115,4/16/2007,2007,19,5103,,WARREN STREET,48,B,M,N,111,HANDGUN
M07117,4/20/2007,2007,22,3100,,EUCLID STREET,29,B,M,N,111,HANDGUN
M07118,4/21/2007,2007,18,622,S,YEWDALL STREET,29,B,M,N,111,HANDGUN
M07119,4/21/2007,2007,39,3400,N,15TH STREET,31,B,M,N,111,HANDGUN
M07120,4/21/2007,2007,06,1229,,CHESTNUT STREET,28,B,M,N,111,HANDGUN
M07121,4/21/2007,2007,24,3138,,JASPER STREET,19,W,M,N,111,HANDGUN
M07122,4/21/2007,2007,39,1501,W,ALLEGHENY AVENU,28,B,F,N,111,HANDGUN
M07123,4/21/2007,2007,39,4824,,MCKEAN STREET,42,B,M,N,111,HANDGUN
M07124,4/21/2007,2007,12,5410,,HARLEY TERRACE,30,B,M,N,111,HANDGUN
M07125,4/22/2007,2007,15,4003,E,ROOSEVELT BOULV,32,B,M,Y,111,HANDGUN
M07126,4/22/2007,2007,14,235,E,BRINGHURST STRE,18,B,M,N,111,HANDGUN
M07127,4/22/2007,2007,25,100,W,ROOSEVELT BOULV,20,W,M,Y,111,HANDGUN
M07129,4/25/2007,2007,16,1101,N,40TH STREET,26,B,M,N,111,HANDGUN
M07130,4/25/2007,2007,16,4931,,HOOPES STREET,16,B,F,N,111,HANDGUN
M07134,4/28/2007,2007,25,3065,N,LAWRENCE STREET,35,B,M,Y,111,HANDGUN
M07135,4/28/2007,2007,04,1700,S,6TH STREET,46,A,M,N,111,HANDGUN
M07136,4/28/2007,2007,23,900,N,19TH STREET,21,B,M,N,111,HANDGUN
M07137,4/29/2007,2007,35,1945,,STENTON AVENUE,30,B,F,N,111,HANDGUN
M07138,5/3/2007,2007,07,11520,,BUSTLETON AVENU,84,W,F,N,111,HANDGUN
M07139,5/6/2007,2007,25,3600,N,2ND STREET,20,W,M,Y,111,HANDGUN
M07140,5/9/2007,2007,22,2300,N,32ND STREET,54,B,M,N,111,HANDGUN
M07141,5/9/2007,2007,19,5100,,HARLAN STREET,50,B,M,N,111,HANDGUN
M07143,5/10/2007,2007,18,5200,,MARKET STREET,21,B,M,N,111,HANDGUN
M07144,5/11/2007,2007,18,5700,,RODMAN STREET,36,B,M,N,111,HANDGUN
M07145,5/12/2007,2007,18,5700,,CHRISTIAN STREE,19,B,M,N,111,HANDGUN
M07146,5/12/2007,2007,15,6034,,DUFFIELD STREET,25,A,F,N,111,HANDGUN
M07148,5/14/2007,2007,14,6426,,BELFIELD AVENUE,25,B,M,N,111,HANDGUN
M07150,5/16/2007,2007,19,1600,N,ROBINSON,22,B,M,N,111,HANDGUN
M07152,5/18/2007,2007,16,4100,,CAMBRIDGE STREE,16,B,M,N,111,HANDGUN
M07153,5/18/2007,2007,25,100,W,ALLEGHENY AVENU,23,W,M,Y,111,HANDGUN
M07154,5/19/2007,2007,03,919,S,5TH STREET,27,B,F,N,111,HANDGUN
M07155,5/19/2007,2007,03,919,S,5TH STREET,29,B,M,N,111,HANDGUN
M07156,5/20/2007,2007,17,1428,,TASKER STREET,32,B,M,N,111,HANDGUN
M07157,5/20/2007,2007,22,2700,W,OAKDALE STREET,37,B,M,N,111,HANDGUN
M07158,5/20/2007,2007,22,1516,W,YORK STREET,17,B,M,N,111,HANDGUN
M07159,5/20/2007,2007,22,1601,W,YORK STREET,54,B,M,N,111,HANDGUN
M07160,5/20/2007,2007,15,4828,,GRISCOM STREET,21,B,M,Y,111,HANDGUN
M07161,5/21/2007,2007,04,2324,S,FRANKLIN STREET,37,B,F,N,111,HANDGUN
M07162,5/22/2007,2007,39,5100,,HENLEY STREET,29,B,M,N,111,HANDGUN
M07163,5/25/2007,2007,17,2312,,WATKINS STREET,16,B,M,N,111,HANDGUN
M07165,5/30/2007,2007,22,2544,W,SERGEANT STREET,25,B,M,N,111,HANDGUN
M07166,6/1/2007,2007,03,736,S,6TH STREET,27,B,M,N,111,HANDGUN
M07167,6/1/2007,2007,22,2316,N,17TH STREET,29,B,M,N,111,HANDGUN
M07168,6/1/2007,2007,23,1702,N,SYDENHAM STREET,21,B,M,N,111,HANDGUN
M07169,6/4/2007,2007,35,4616,N,BROAD STREET,27,B,M,N,111,HANDGUN
M07170,6/5/2007,2007,35,5100,N,BROAD STREET,52,W,M,Y,111,HANDGUN
M07171,6/5/2007,2007,14,5400,,BAYTON STREET,37,B,M,N,111,HANDGUN
M07172,6/6/2007,2007,02,1021,,VANKIRK STREET,19,B,M,N,111,HANDGUN
M07173,6/7/2007,2007,15,1829,,HARRISON STREET,26,B,M,N,111,HANDGUN
M07175,6/9/2007,2007,25,599,W,TIOGA STREET,43,W,M,N,111,HANDGUN
M07176,6/10/2007,2007,22,2200,N,CLEVELAND STREE,27,B,F,N,111,HANDGUN
M07177,6/10/2007,2007,26,2261,N,LAWRENCE STREET,20,A,M,N,111,HANDGUN
M07178,6/10/2007,2007,16,700,N,41ST STREET,42,B,F,N,111,HANDGUN
M07179,6/10/2007,2007,18,724,S,56TH STREET,45,B,M,N,111,HANDGUN
M07180,6/10/2007,2007,18,724,S,56TH STREET,36,B,M,N,111,HANDGUN
M07181,6/11/2007,2007,12,2528,S,61ST STREET,18,B,M,N,111,HANDGUN
M07182,6/13/2007,2007,08,3017,,FAIRDALE ROAD,20,W,M,N,111,HANDGUN
M07183,6/14/2007,2007,25,453,W,WYOMING AVENUE,37,B,M,N,111,HANDGUN
M07184,6/16/2007,2007,04,545,,MOORE STREET,33,W,M,Y,111,HANDGUN
M07185,6/18/2007,2007,22,3400,,HUNTINGDON STRE,22,B,M,N,111,HANDGUN
M07187,6/19/2007,2007,25,1121,W,LEHIGH AVENUE,54,B,M,N,111,HANDGUN
M07188,6/20/2007,2007,16,200,N,PAXON STREET,46,B,M,N,111,HANDGUN
M07189,6/20/2007,2007,19,400,N,SICKELS STREET,22,B,M,N,111,HANDGUN
M07190,6/21/2007,2007,26,1600,N,6TH STREET,25,B,M,N,111,HANDGUN
M07191,6/21/2007,2007,26,1600,N,6TH STREET,19,B,M,N,111,HANDGUN
M07192,6/21/2007,2007,26,1600,N,6TH STREET,23,B,M,N,111,HANDGUN
M07193,6/21/2007,2007,24,1946,E,SOMERSET STREET,20,B,M,N,111,HANDGUN
M07194,6/21/2007,2007,24,1946,E,SOMERSET STREET,30,W,F,Y,111,HANDGUN
M07195,6/21/2007,2007,12,5410,,WILLOWS STREET,26,B,M,N,111,HANDGUN
M07196,6/23/2007,2007,16,800,N,43RD STREET,50,B,M,N,111,HANDGUN
M07197,6/24/2007,2007,19,6300,,COLUMBIA AVENUE,19,B,M,N,111,HANDGUN
M07198,6/25/2007,2007,12,6727,,ELMWOOD AVENUE,19,B,M,N,111,HANDGUN
M07200,6/26/2007,2007,02,5600,,NEWTOWN AVENUE,29,W,M,Y,111,HANDGUN
M07201,6/26/2007,2007,35,6000,,A STREET,27,B,M,N,111,HANDGUN
M07202,6/28/2007,2007,25,3415,N,7TH STREET,22,B,M,N,111,HANDGUN
M07204,6/29/2007,2007,39,1755,W,JUNIATA STREET,35,B,M,N,111,HANDGUN
M07205,6/30/2007,2007,04,523,,SIGEL STREET,26,B,M,N,111,HANDGUN
M07206,7/2/2007,2007,17,2401,,MORRIS STREET,29,B,M,N,111,HANDGUN
M07207,7/4/2007,2007,19,5600,,HUNTER STREET,77,B,M,N,111,HANDGUN
M07208,7/4/2007,2007,24,838,E,ONTARIO STREET,38,W,M,Y,111,HANDGUN
M07209,7/4/2007,2007,14,6501,E,WISTER STREET,18,B,M,N,111,HANDGUN
M07210,7/5/2007,2007,92,1900,,BELMONT AVENUE,30,B,M,N,111,HANDGUN
M07211,7/6/2007,2007,23,1531,N,GRATZ STREET,16,B,M,N,111,HANDGUN
M07213,7/7/2007,2007,25,3200,,A STREET,19,W,M,Y,111,HANDGUN
M07214,7/9/2007,2007,22,1524,W,DAUPHIN STREET,21,B,M,N,111,HANDGUN
M07216,7/12/2007,2007,04,1800,S,7TH STREET,19,B,M,N,111,HANDGUN
M07217,7/12/2007,2007,18,6000,,SPRUCE STREET,26,B,M,N,111,HANDGUN
M07218,7/13/2007,2007,35,6200,,LIMEKILN PIKE,27,B,M,N,111,HANDGUN
M07219,7/13/2007,2007,15,6900,,VAN DYKE STREET,15,W,M,N,111,HANDGUN
M07220,7/14/2007,2007,03,921,,FEDERAL STREET,14,B,M,N,111,HANDGUN
M07222,7/13/2007,2007,15,6900,,VANDIKE STREET,27,B,M,N,111,HANDGUN
M07223,7/17/2007,2007,12,5100,,KINGSESSING AVE,43,B,M,N,111,HANDGUN
M07224,7/17/2007,2007,25,222,W,INDIANA AVENUE,53,W,M,Y,111,HANDGUN
M07225,7/19/2007,2007,17,2345,,WILDER STREET,27,B,M,N,111,HANDGUN
M07237,7/25/2007,2007,14,5606,,CROWSON STREET,33,B,M,N,111,HANDGUN
M07238,7/25/2007,2007,39,2339,,LEHIGH AVENUE,17,B,M,N,111,HANDGUN
M07239,7/28/2007,2007,19,6300,,CALLOWHILL STRE,15,B,M,N,111,HANDGUN
M07240,7/28/2007,2007,23,1725,W,HARPER STREET,25,B,M,N,111,HANDGUN
M07242,7/28/2007,2007,25,4700,,TAMPA STREET,16,W,M,Y,111,HANDGUN
M07246,7/30/2007,2007,14,6227,,MORTON STREET,29,B,M,N,111,HANDGUN
M07247,7/31/2007,2007,35,5900,N,MARVINE STREET,36,B,M,N,111,HANDGUN
M07248,8/1/2007,2007,22,2930,W,DIAMOND STREET,55,B,M,N,111,HANDGUN
M07249,8/1/2007,2007,12,1100,S,DIVINITY STREET,19,B,M,N,111,HANDGUN
M07251,8/4/2007,2007,02,5800,,COLGATE STREET,35,B,M,N,111,HANDGUN
M07252,8/5/2007,2007,03,731,S,BROAD STREET,30,B,M,N,111,HANDGUN
M07253,8/7/2007,2007,18,1000,S,59TH STREET,32,B,M,N,111,HANDGUN
M07254,8/9/2007,2007,39,1500,,BUTLER STREET,18,B,M,N,111,HANDGUN
M07255,8/9/2007,2007,02,5766,,COLGATE STREET,49,A,M,N,111,HANDGUN
M07257,8/12/2007,2007,22,2435,N,26TH STREET,44,B,M,N,111,HANDGUN
M07258,8/14/2007,2007,39,2733,W,ALLEGHENY AVENU,23,B,M,N,111,HANDGUN
M07259,8/15/2007,2007,24,1642,E,HUNTING PARK A,26,W,F,Y,111,HANDGUN
M07260,8/15/2007,2007,23,2600,W,JEFFERSON STREE,17,B,M,N,111,HANDGUN
M07261,8/16/2007,2007,18,246,S,ALDEN STREET,24,B,F,N,111,HANDGUN
M07262,8/16/2007,2007,12,1947,S,SALFORD STREET,21,B,M,N,111,HANDGUN
M07264,8/17/2007,2007,22,3000,W,LEHIGH AVENUE,36,B,M,N,111,HANDGUN
M07266,8/20/2007,2007,18,0001,S,58TH STREET,33,B,M,N,111,HANDGUN
M07267,8/21/2007,2007,23,1400,W,JEFFERSON STREE,31,B,F,N,111,HANDGUN
M07268,8/21/2007,2007,35,6604,N,5TH STREET,64,W,M,N,111,HANDGUN
M07270,8/25/2007,2007,12,2421,S,62ND STREET,36,B,M,N,111,HANDGUN
M07271,8/25/2007,2007,22,2500,N,NEWKIRK STREET,15,B,M,N,111,HANDGUN
M07272,8/25/2007,2007,35,1648,W,MENTOR STREET,18,B,M,N,111,HANDGUN
M07273,8/26/2007,2007,25,2906,N,13TH STREET,15,B,M,N,111,HANDGUN
M07274,8/27/2007,2007,26,2000,E,HUNTINGDON STRE,39,W,F,N,111,HANDGUN
M07278,8/29/2007,2007,17,1638,S,23RD STREET,30,B,M,N,111,HANDGUN
M07281,8/31/2007,2007,22,2400,N,GARNET STREET,53,B,M,N,111,HANDGUN
M07282,9/1/2007,2007,16,3844,,HAVERFORD AVENU,25,B,M,N,111,HANDGUN
M07283,9/1/2007,2007,24,3156,,E STREET,24,B,M,N,111,HANDGUN
M07284,9/1/2007,2007,22,2000,N,31ST STREET,24,B,M,N,111,HANDGUN
M07285,9/1/2007,2007,19,6112,,CALLOWHILL STRE,27,B,M,N,111,HANDGUN
M07287,9/1/2007,2007,92,3300,W,DIAMOND DRIVE,18,B,M,N,111,HANDGUN
M07288,9/3/2007,2007,22,1500,W,SERGEANT STREET,20,B,M,N,111,HANDGUN
M07289,9/3/2007,2007,25,107,W,WYOMING AVENUE,20,W,M,Y,111,HANDGUN
M07290,9/5/2007,2007,12,4630,,ISLAND AVENUE,33,B,M,N,111,HANDGUN
M07291,9/7/2007,2007,39,3300,N,19TH STREET,20,B,M,N,111,HANDGUN
M07292,9/7/2007,2007,17,1728,,DICKINSON STREE,25,B,M,N,111,HANDGUN
M07295,9/10/2007,2007,35,500,,ROCKLAND STREET,41,B,M,N,111,HANDGUN
M07298,9/14/2007,2007,35,5426,N,LAWRENCE STREET,24,B,M,N,111,HANDGUN
M07300,9/16/2007,2007,25,3100,N,FRONT STREET,47,W,M,Y,111,HANDGUN
M07301,9/20/2007,2007,22,2503,N,17TH STREET,25,B,M,N,111,HANDGUN
M07314,10/6/2007,2007,06,468,N,9TH STREET,15,B,M,N,111,HANDGUN
M07316,10/8/2007,2007,16,3952,,ASPEN STREET,36,B,M,N,111,HANDGUN
M07317,10/8/2007,2007,18,6013,,BALTIMORE AVENU,36,B,M,N,111,HANDGUN
M07318,10/11/2007,2007,16,889,N,FALLON STREET,21,B,M,N,111,HANDGUN
M07319,10/12/2007,2007,12,5700,,CHESTER AVENUE,18,B,M,N,111,HANDGUN
M07320,10/15/2007,2007,12,1726,S,60TH STREET,17,B,M,N,111,HANDGUN
M07321,10/17/2007,2007,35,1300,W,LINDLEY AVENUE,18,B,M,N,111,HANDGUN
M07323,10/18/2007,2007,35,301,W,SOMERVILLE STRE,23,B,M,N,111,HANDGUN
M07324,10/19/2007,2007,15,2017,,GRANITE STREET,25,W,M,N,111,HANDGUN
M07325,10/20/2007,2007,23,2200,,RIDGE AVENUE,40,B,M,N,111,HANDGUN
M07326,10/21/2007,2007,18,701,S,COBBS CREEK PAR,23,B,M,N,111,HANDGUN
M07327,10/24/2007,2007,15,5254,,PENNWAY STREET,45,W,M,Y,111,HANDGUN
M07328,10/24/2007,2007,15,1900,,PRATT STREET,16,B,M,N,111,HANDGUN
M07330,10/26/2007,2007,14,1900,,DALLAS STREET,20,B,M,N,111,HANDGUN
M07331,10/28/2007,2007,25,4108,N,8TH STREET,36,W,M,Y,111,HANDGUN
M07332,10/28/2007,2007,24,2815,N,FRONT STREET,34,W,M,Y,111,HANDGUN
M07333,10/28/2007,2007,22,1600,W,DAUPHIN STREET,24,B,M,N,111,HANDGUN
M07334,10/28/2007,2007,35,807,W,LINDLEY AVENUE,54,B,M,N,111,HANDGUN
M07337,10/30/2007,2007,22,1518,W,DAUPHIN STREET,21,B,M,N,111,HANDGUN
M07338,10/30/2007,2007,12,1647,S,YEWDALL STREET,20,B,M,N,111,HANDGUN
M07339,11/1/2007,2007,35,6620,N,BROAD STREET,54,W,M,N,111,HANDGUN
M07340,11/1/2007,2007,15,4900,,TACKAWANNA STRE,20,B,M,N,111,HANDGUN
M07341,11/1/2007,2007,18,5416,,NORFOLK STREET,23,B,M,N,111,HANDGUN
M07342,11/3/2007,2007,39,301,W,QUEEN LANE,19,B,M,N,111,HANDGUN
M07343,11/3/2007,2007,19,5800,,CALLOWHILL STRE,24,B,M,N,111,HANDGUN
M07344,11/4/2007,2007,39,3238,N,17TH STREET,52,B,F,N,111,HANDGUN
M07345,11/5/2007,2007,01,1903,S,30TH STREET,25,B,M,N,111,HANDGUN
M07346,11/5/2007,2007,24,800,E,HILTON STREET,22,B,M,N,111,HANDGUN
M07347,11/6/2007,2007,22,2101,W,YORK STREET,28,B,M,N,111,HANDGUN
M07348,11/7/2007,2007,25,1125,,RISING SUN AVEN,25,B,M,N,111,HANDGUN
M07349,11/7/2007,2007,22,1800,W,NORRIS STREET,42,W,M,N,111,HANDGUN
M07351,11/10/2007,2007,12,2032,S,65TH STREET,19,B,M,N,111,HANDGUN
M07352,11/10/2007,2007,01,1936,,SIGEL STREET,18,B,M,N,111,HANDGUN
M07353,11/11/2007,2007,26,900,N,7TH STREET,23,B,M,N,111,HANDGUN
M07354,11/11/2007,2007,19,6100,W,OXFORD STREET,30,B,M,N,111,HANDGUN
M07355,11/13/2007,2007,35,6100,,OLD YORK ROAD,28,B,M,N,111,HANDGUN
M07357,11/17/2007,2007,14,6641,,ROSS STREET,34,B,M,N,111,HANDGUN
M07358,11/17/2007,2007,14,7100,,RODNEY STREET,48,B,M,N,111,HANDGUN
M07359,11/18/2007,2007,25,2741,N,BROAD STREET,37,B,M,N,111,HANDGUN
M07360,11/18/2007,2007,06,36,S,FRONT STREET,23,B,M,N,111,HANDGUN
M07361,11/18/2007,2007,25,2741,N,BROAD STREET,25,B,M,N,111,HANDGUN
M07362,11/19/2007,2007,12,6500,,WHEELER ST,16,B,M,N,111,HANDGUN
M07364,11/22/2007,2007,16,5166,,PARRISH STREET,50,B,M,N,111,HANDGUN
M07365,11/24/2007,2007,25,805,W,TIOGA STREET,30,W,M,Y,111,HANDGUN
M07366,11/25/2007,2007,15,1615,,BRILL STREET,32,W,M,N,111,HANDGUN
M07369,11/28/2007,2007,39,1800,W,SOMERSET STREET,47,B,M,N,111,HANDGUN
M07370,11/29/2007,2007,22,2037,N,11TH STREET,27,B,M,N,111,HANDGUN
M07371,11/30/2007,2007,17,2027,,DICKINSON STREE,20,B,M,N,111,HANDGUN
M07372,12/4/2007,2007,16,4047,,GREEN STREET,26,B,M,N,111,HANDGUN
M07373,12/5/2007,2007,12,8000,,BRUNSWICK AVENU,19,B,M,N,111,HANDGUN
M07375,12/8/2007,2007,01,1600,,MCKEAN STREET,26,B,M,N,111,HANDGUN
M07377,12/8/2007,2007,26,400,W,CUMBERLAND STRE,18,W,M,Y,111,HANDGUN
M07378,12/10/2007,2007,19,6000,,LANDSDOWNE AVEN,18,B,M,N,111,HANDGUN
M07380,12/11/2007,2007,12,2548,S,58TH STREET,60,W,M,N,111,HANDGUN
